pair_name,family,approx_model_name,target_model_name,task,prompt_id,gamma,top_k,top_p,temperature,max_tokens,baseline_large_tps,baseline_large_elapsed_ms,avg_target_baseline_generate_ms_per_token,baseline_small_tps,speculative_tps,speedup,rounds,generated_tokens,accepted_count,resample_count,target_sample_count,proposed_draft_tokens,acceptance_rate,all_accept_round_rate,resample_round_rate,avg_accepted_per_round,avg_contributed_per_round,avg_draft_generate_ms_per_round,avg_target_verify_ms_per_round,draft_generate_ms_total,target_verify_ms_total
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,continuation,continuation_1,6,50,0.9,1.0,64,31.462696,2193.073319,31.783671,,30.341204,0.964355,13,69,56,4,9,78,0.717949,0.692308,0.307692,4.307692,5.307692,129.215468,43.323136,1679.801084,563.200773
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,continuation,continuation_1,6,100,0.0,1.0,64,29.690368,2189.262224,33.680957,,38.705081,1.303624,10,65,55,1,9,60,0.916667,0.9,0.1,5.5,6.5,124.99126,40.335959,1249.912601,403.359587
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,continuation,continuation_1,6,100,0.9,1.0,64,29.0058,2206.455238,34.475863,,36.735723,1.266496,10,64,54,2,8,60,0.9,0.8,0.2,5.4,6.4,128.078781,43.511279,1280.787808,435.112795
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,code_completion,code_completion_0,2,50,0.0,1.0,64,29.417816,2209.545381,33.993006,,35.191925,1.196279,22,65,43,1,21,44,0.977273,0.954545,0.045455,1.954545,2.954545,43.794093,38.700975,963.47004,851.421444
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,code_completion,code_completion_0,2,50,0.9,1.0,64,29.761899,2184.000388,33.600006,,34.433042,1.15695,22,65,43,1,21,44,0.977273,0.954545,0.045455,1.954545,2.954545,44.601816,39.771666,981.239961,874.976657
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,code_completion,code_completion_0,2,100,0.0,1.0,64,29.962204,2169.399817,33.375382,,35.358027,1.180088,22,65,43,1,21,44,0.977273,0.954545,0.045455,1.954545,2.954545,43.493988,38.627421,956.867733,849.80327
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,code_completion,code_completion_0,2,100,0.9,1.0,64,29.287636,2219.366552,34.144101,,34.165437,1.166548,22,65,43,1,21,44,0.977273,0.954545,0.045455,1.954545,2.954545,45.188523,39.824896,994.1475,876.14771
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,code_completion,code_completion_0,4,50,0.0,1.0,64,30.216944,2184.205024,33.094016,,35.207313,1.165151,15,66,51,4,11,60,0.85,0.733333,0.266667,3.4,4.4,83.739936,39.230329,1256.099042,588.454936
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,code_completion,code_completion_0,4,50,0.9,1.0,64,29.950652,2203.624793,33.388254,,34.189386,1.141524,15,66,51,4,11,60,0.85,0.733333,0.266667,3.4,4.4,85.388986,41.254526,1280.834796,618.817893
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,code_completion,code_completion_0,4,100,0.0,1.0,64,29.426428,2208.898757,33.983058,,37.032383,1.258474,14,65,51,2,12,56,0.910714,0.857143,0.142857,3.642857,4.642857,84.019434,39.302499,1176.272073,550.234991
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,code_completion,code_completion_0,4,100,0.9,1.0,64,30.785836,2208.807993,32.48247,,30.879521,1.003043,17,68,51,5,12,68,0.75,0.705882,0.294118,3,4,86.177258,41.422315,1465.01339,704.179355
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,code_completion,code_completion_0,6,50,0.0,1.0,64,31.102576,2186.314063,32.151677,,36.940424,1.187697,11,68,57,2,9,66,0.863636,0.818182,0.181818,5.181818,6.181818,124.723184,40.062321,1371.955023,440.685528
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,code_completion,code_completion_0,6,50,0.9,1.0,64,31.631649,2212.973452,31.613906,,40.313343,1.274462,10,70,60,0,10,60,1.0,1.0,0.0,6,7,127.715692,43.25213,1277.156923,432.521305
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,code_completion,code_completion_0,6,100,0.0,1.0,64,31.109146,2185.852348,32.144887,,36.937429,1.187349,11,68,57,2,9,66,0.863636,0.818182,0.181818,5.181818,6.181818,124.656323,40.14823,1371.219549,441.630527
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,code_completion,code_completion_0,6,100,0.9,1.0,64,31.332619,2202.177834,31.915621,,33.563694,1.071206,12,69,57,4,8,72,0.791667,0.666667,0.333333,4.75,5.75,126.174923,42.610847,1514.099073,511.33017
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,code_completion,code_completion_1,2,50,0.0,1.0,64,29.323961,2216.617343,34.101805,,35.77743,1.220075,22,65,43,1,21,44,0.977273,0.954545,0.045455,1.954545,2.954545,43.013352,38.154399,946.293749,839.396783
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,code_completion,code_completion_1,2,50,0.9,1.0,64,28.866604,2217.094845,34.642107,,34.302431,1.188308,22,64,42,1,21,44,0.954545,0.954545,0.045455,1.909091,2.909091,44.07397,39.319953,969.627336,865.038965
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,code_completion,code_completion_1,2,100,0.0,1.0,64,29.516211,2202.179697,33.879688,,33.889017,1.148149,23,65,42,2,21,46,0.913043,0.913043,0.086957,1.826087,2.826087,43.572267,38.370432,1002.16215,882.51993
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,code_completion,code_completion_1,2,100,0.9,1.0,64,29.955679,2203.255001,33.382652,,32.365657,1.080451,24,66,42,3,21,48,0.875,0.875,0.125,1.75,2.75,44.244859,39.305195,1061.876609,943.324687
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,code_completion,code_completion_1,4,50,0.0,1.0,64,31.026332,2191.686754,32.230688,,38.724462,1.248116,14,68,54,1,13,56,0.964286,0.928571,0.071429,3.857143,4.857143,84.127635,39.226061,1177.786885,549.16486
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,code_completion,code_completion_1,4,50,0.9,1.0,64,30.196056,2218.832842,33.116908,,32.554289,1.078097,16,67,51,5,11,64,0.796875,0.6875,0.3125,3.1875,4.1875,85.502761,41.100485,1368.044177,657.607759
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,code_completion,code_completion_1,4,100,0.0,1.0,64,30.419661,2202.522925,32.873476,,33.679636,1.107167,16,67,51,5,11,64,0.796875,0.6875,0.3125,3.1875,4.1875,83.128441,39.2039,1330.055052,627.262406
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,code_completion,code_completion_1,4,100,0.9,1.0,64,30.336847,2208.535406,32.963215,,27.704136,0.913217,19,67,48,10,9,76,0.631579,0.473684,0.526316,2.526316,3.526316,84.36621,40.977522,1602.957991,778.572926
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,code_completion,code_completion_1,6,50,0.0,1.0,64,30.225141,2216.697701,33.08504,,36.441444,1.205667,11,67,56,2,9,66,0.848485,0.818182,0.181818,5.090909,6.090909,124.814708,39.803552,1372.96179,437.839073
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,code_completion,code_completion_1,6,50,0.9,1.0,64,29.297358,2184.497303,34.13277,,37.100423,1.26634,10,64,54,1,9,60,0.9,0.9,0.1,5.4,6.4,127.370946,42.564595,1273.709459,425.645947
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,code_completion,code_completion_1,6,100,0.0,1.0,64,29.654028,2191.945057,33.722232,,38.818499,1.309046,10,65,55,2,8,60,0.916667,0.8,0.2,5.5,6.5,124.654461,40.090259,1246.544607,400.902594
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,code_completion,code_completion_1,6,100,0.9,1.0,64,31.095217,2218.990818,32.159287,,28.852992,0.927892,14,69,55,7,7,84,0.654762,0.5,0.5,3.928571,4.928571,126.480869,41.98988,1770.732162,587.858315
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_0,2,50,0.0,1.0,64,29.714073,2187.51566,33.654087,,35.569393,1.197055,22,65,43,1,21,44,0.977273,0.954545,0.045455,1.954545,2.954545,43.38939,38.257698,954.566573,841.669354
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_0,2,50,0.9,1.0,64,30.013468,2199.012792,33.318376,,33.113315,1.103282,23,66,43,2,21,46,0.934783,0.913043,0.086957,1.869565,2.869565,45.1663,39.984867,1038.824908,919.651952
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_0,2,100,0.0,1.0,64,29.204777,2191.42228,34.240973,,35.032611,1.199551,22,64,42,1,21,44,0.954545,0.954545,0.045455,1.909091,2.909091,43.282202,38.357015,952.208449,843.854328
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_0,2,100,0.9,1.0,64,29.706585,2188.067083,33.662571,,34.550638,1.163063,22,65,43,1,21,44,0.977273,0.954545,0.045455,1.954545,2.954545,44.511289,39.573629,979.24835,870.619848
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_0,4,50,0.0,1.0,64,29.58818,2196.823158,33.797279,,39.685782,1.341271,13,65,52,0,13,52,1.0,1.0,0.0,4,5,84.60129,39.279164,1099.816765,510.629131
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_0,4,50,0.9,1.0,64,30.32145,2209.656846,32.979953,,36.894266,1.216771,14,67,53,1,13,56,0.946429,0.928571,0.071429,3.785714,4.785714,86.206567,41.455206,1206.891937,580.372877
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_0,4,100,0.0,1.0,64,29.707744,2187.981684,33.661257,,40.047822,1.34806,13,65,52,0,13,52,1.0,1.0,0.0,4,5,83.773678,39.011868,1089.05782,507.154286
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_0,4,100,0.9,1.0,64,30.731086,2212.743176,32.540341,,37.301003,1.213787,14,68,54,1,13,56,0.964286,0.928571,0.071429,3.857143,4.857143,86.401736,41.724976,1209.624304,584.149661
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_0,6,50,0.0,1.0,64,29.297963,2184.452182,34.132065,,35.226681,1.202359,11,64,53,3,8,66,0.80303,0.727273,0.272727,4.818182,5.818182,123.011169,39.669436,1353.122862,436.363791
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_0,6,50,0.9,1.0,64,30.577916,2191.123814,32.703341,,29.767461,0.973495,13,67,54,5,8,78,0.692308,0.615385,0.384615,4.153846,5.153846,127.761231,42.957787,1660.896003,558.451237
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_0,6,100,0.0,1.0,64,30.307719,2210.657916,32.994894,,39.78278,1.312629,10,67,57,1,9,60,0.95,0.9,0.1,5.7,6.7,125.451463,40.236001,1254.514631,402.360011
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_0,6,100,0.9,1.0,64,29.830388,2212.50892,33.522862,,32.052198,1.074481,12,66,54,4,8,72,0.75,0.666667,0.333333,4.5,5.5,126.544916,42.611788,1518.53899,511.34146
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_1,2,50,0.0,1.0,64,29.229865,2189.541451,34.211585,,35.06243,1.199541,22,64,42,2,20,44,0.954545,0.909091,0.090909,1.909091,2.909091,43.192507,38.344758,950.235162,843.584679
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_1,2,50,0.9,1.0,64,29.053278,2237.269067,34.419524,,33.231429,1.14381,23,65,42,2,21,46,0.913043,0.913043,0.086957,1.826087,2.826087,44.200302,39.425072,1016.606944,906.776653
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_1,2,100,0.0,1.0,64,29.32294,2182.591545,34.102993,,34.93328,1.191329,22,64,42,1,21,44,0.954545,0.954545,0.045455,1.909091,2.909091,43.413126,38.44517,955.088765,845.793733
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_1,2,100,0.9,1.0,64,29.471657,2205.508853,33.930905,,34.224733,1.161276,22,65,43,1,21,44,0.977273,0.954545,0.045455,1.954545,2.954545,44.907732,39.961058,987.970094,879.143286
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_1,4,50,0.0,1.0,64,30.436796,2168.428002,32.85497,,33.025314,1.085046,16,66,50,5,11,64,0.78125,0.6875,0.3125,3.125,4.125,83.581999,39.323696,1337.311979,629.179135
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_1,4,50,0.9,1.0,64,28.987895,2207.818121,34.497158,,35.526559,1.225565,14,64,50,2,12,56,0.892857,0.857143,0.142857,3.571429,4.571429,85.385422,41.285249,1195.395914,577.993489
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_1,4,100,0.0,1.0,64,30.477415,2165.538014,32.811182,,34.892892,1.144877,15,66,51,4,11,60,0.85,0.733333,0.266667,3.4,4.4,84.412559,39.608597,1266.18839,594.128952
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_1,4,100,0.9,1.0,64,28.901402,2214.425464,34.600398,,35.258709,1.219965,14,64,50,2,12,56,0.892857,0.857143,0.142857,3.571429,4.571429,86.125003,41.525455,1205.750035,581.356372
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_1,6,50,0.0,1.0,64,31.925891,2192.577776,31.32254,,37.828408,1.184882,11,70,59,2,9,66,0.893939,0.818182,0.181818,5.363636,6.363636,125.146378,40.434687,1376.610158,444.781559
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_1,6,50,0.9,1.0,64,30.177965,2220.162931,33.13676,,34.783154,1.152601,11,67,56,3,8,66,0.848485,0.727273,0.272727,5.090909,6.090909,128.80406,43.678453,1416.84466,480.462979
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_1,6,100,0.0,1.0,64,30.093081,2193.195138,33.230229,,39.189487,1.302276,10,66,56,2,8,60,0.933333,0.8,0.2,5.6,6.6,125.146493,40.545965,1251.46493,405.45965
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_1,6,100,0.9,1.0,64,30.344741,2207.96088,32.95464,,38.985039,1.284738,10,67,57,2,8,60,0.95,0.8,0.2,5.7,6.7,125.813201,43.332899,1258.132011,433.328994
