pair_name,family,approx_model_name,target_model_name,task,prompt_id,gamma,top_k,top_p,temperature,max_tokens,baseline_large_tps,baseline_large_elapsed_ms,avg_target_baseline_generate_ms_per_token,baseline_small_tps,speculative_tps,speedup,rounds,generated_tokens,accepted_count,resample_count,target_sample_count,proposed_draft_tokens,acceptance_rate,all_accept_round_rate,resample_round_rate,avg_accepted_per_round,avg_contributed_per_round,avg_draft_generate_ms_per_round,avg_target_verify_ms_per_round,draft_generate_ms_total,target_verify_ms_total
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,continuation,continuation_0,6,100,0.0,1.0,64,79.692169,803.0902,12.548284,,104.177349,1.307247,13,64,51,7,6,78,0.653846,0.461538,0.538462,3.923077,4.923077,27.024654,16.321631,351.3205,212.1812
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,continuation,continuation_0,6,100,0.9,1.0,64,85.840995,792.1623,11.649446,,127.098884,1.480632,11,68,57,4,7,66,0.863636,0.636364,0.363636,5.181818,6.181818,26.459573,17.495318,291.0553,192.4485
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,continuation,continuation_1,2,50,0.0,1.0,64,88.87194,742.6416,11.252145,,113.262352,1.274444,24,66,42,4,20,48,0.875,0.833333,0.166667,1.75,2.75,8.664854,13.529287,207.9565,324.7029
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,continuation,continuation_1,2,50,0.9,1.0,64,89.469557,726.5041,11.176986,,100.010493,1.117816,24,65,41,5,19,48,0.854167,0.791667,0.208333,1.708333,2.708333,10.098708,14.924792,242.369,358.195
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,continuation,continuation_1,2,100,0.0,1.0,64,89.54024,725.9306,11.168163,,100.701284,1.124648,24,65,41,4,20,48,0.854167,0.833333,0.166667,1.708333,2.708333,9.371696,15.350104,224.9207,368.4025
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,continuation,continuation_1,2,100,0.9,1.0,64,80.944798,803.0164,12.354098,,87.32586,1.078832,25,65,40,6,19,50,0.8,0.76,0.24,1.6,2.6,10.965788,16.786064,274.1447,419.6516
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,continuation,continuation_1,4,50,0.0,1.0,64,80.212175,810.3508,12.466935,,101.548315,1.265996,17,65,48,7,10,68,0.705882,0.588235,0.411765,2.823529,3.823529,17.739288,16.770494,301.5679,285.0984
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,continuation,continuation_1,4,50,0.9,1.0,64,81.052569,789.611,12.337672,,112.91425,1.393099,15,64,49,3,12,60,0.816667,0.8,0.2,3.266667,4.266667,18.673907,15.956,280.1086,239.34
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,continuation,continuation_1,4,100,0.0,1.0,64,89.591001,725.5193,11.161835,,139.862698,1.561124,13,65,52,0,13,52,1.0,1.0,0.0,4,5,17.413108,15.115846,226.3704,196.506
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,continuation,continuation_1,4,100,0.9,1.0,64,91.282743,733.9832,10.954973,,101.233615,1.109012,18,67,49,7,11,72,0.680556,0.611111,0.388889,2.722222,3.722222,17.589528,16.313272,316.6115,293.6389
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,continuation,continuation_1,6,50,0.0,1.0,64,85.040007,776.1053,11.759171,,124.337573,1.462107,11,66,55,6,5,66,0.833333,0.454545,0.545455,5,6,26.769691,16.787218,294.4666,184.6594
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,continuation,continuation_1,6,50,0.9,1.0,64,89.738484,757.7574,11.143491,,114.166866,1.272217,11,68,57,4,7,66,0.863636,0.636364,0.363636,5.181818,6.181818,29.696255,19.758209,326.6588,217.3403
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,continuation,continuation_1,6,100,0.0,1.0,64,84.544304,792.4839,11.828118,,95.606674,1.130847,15,67,52,11,4,90,0.577778,0.266667,0.733333,3.466667,4.466667,25.602407,17.12206,384.0361,256.8309
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,continuation,continuation_1,6,100,0.9,1.0,64,83.194046,793.326,12.020091,,90.22158,1.084472,15,66,51,10,5,90,0.566667,0.333333,0.666667,3.4,4.4,26.32412,18.813067,394.8618,282.196
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,code_completion,code_completion_0,2,50,0.0,1.0,64,89.413657,726.9583,11.183974,,99.406269,1.111757,26,65,39,7,19,52,0.75,0.730769,0.269231,1.5,2.5,8.966,14.204904,233.116,369.3275
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,code_completion,code_completion_0,2,50,0.9,1.0,64,89.007358,730.2767,11.235026,,88.416728,0.993364,27,65,38,10,17,54,0.703704,0.62963,0.37037,1.407407,2.407407,10.0329,15.234359,270.8883,411.3277
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,code_completion,code_completion_0,2,100,0.0,1.0,64,86.934347,759.1936,11.502933,,98.149831,1.129011,24,66,42,3,21,48,0.875,0.875,0.125,1.75,2.75,10.092596,15.838729,242.2223,380.1295
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,code_completion,code_completion_0,2,100,0.9,1.0,64,77.322031,840.6401,12.932925,,80.640699,1.04292,27,65,38,10,17,54,0.703704,0.62963,0.37037,1.407407,2.407407,10.813937,16.933244,291.9763,457.1976
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,code_completion,code_completion_0,4,50,0.0,1.0,64,90.825527,748.6882,11.010121,,101.55717,1.118157,22,68,46,13,9,88,0.522727,0.409091,0.590909,2.090909,3.090909,14.675305,13.235068,322.8567,291.1715
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,code_completion,code_completion_0,4,50,0.9,1.0,64,103.306518,648.5554,9.679931,,99.412325,0.962304,20,67,47,12,8,80,0.5875,0.4,0.6,2.35,3.35,16.427455,14.710855,328.5491,294.2171
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,code_completion,code_completion_0,4,100,0.0,1.0,64,104.058173,624.6506,9.610009,,105.581201,1.014636,22,65,43,14,8,88,0.488636,0.363636,0.636364,1.954545,2.954545,13.806455,11.913082,303.742,262.0878
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,code_completion,code_completion_0,4,100,0.9,1.0,64,104.216069,642.8951,9.595449,,96.363958,0.924655,19,67,48,9,10,76,0.631579,0.526316,0.473684,2.526316,3.526316,17.245947,16.547126,327.673,314.3954
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,code_completion,code_completion_0,6,50,0.0,1.0,64,104.050945,663.1367,9.610677,,88.660376,0.852086,20,69,49,15,5,120,0.408333,0.25,0.75,2.45,3.45,22.182225,13.81082,443.6445,276.2164
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,code_completion,code_completion_0,6,50,0.9,1.0,64,93.782526,682.4299,10.662967,,60.839307,0.648728,25,64,39,24,1,150,0.26,0.04,0.96,1.56,2.56,23.472644,16.17088,586.8161,404.272
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,code_completion,code_completion_0,6,100,0.0,1.0,64,92.831574,700.1928,10.772197,,91.619869,0.986947,17,65,48,14,3,102,0.470588,0.176471,0.823529,2.823529,3.823529,23.302753,15.150647,396.1468,257.561
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,code_completion,code_completion_0,6,100,0.9,1.0,64,84.027534,761.6551,11.900861,,72.990919,0.868655,19,64,45,15,4,114,0.394737,0.210526,0.789474,2.368421,3.368421,26.134068,16.982926,496.5473,322.6756
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,code_completion,code_completion_1,2,50,0.0,1.0,64,88.058894,749.4984,11.356036,,107.871427,1.224992,25,66,41,5,20,50,0.82,0.8,0.2,1.64,2.64,8.70152,13.866832,217.538,346.6708
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,code_completion,code_completion_1,2,50,0.9,1.0,64,95.484721,670.2643,10.47288,,97.290712,1.018914,28,64,36,11,17,56,0.642857,0.607143,0.392857,1.285714,2.285714,8.523125,13.081846,238.6475,366.2917
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,code_completion,code_completion_1,2,100,0.0,1.0,64,98.565926,659.4571,10.145494,,110.02791,1.116287,26,65,39,8,18,52,0.75,0.692308,0.307692,1.5,2.5,7.950815,12.896496,206.7212,335.3089
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,code_completion,code_completion_1,2,100,0.9,1.0,64,95.418154,670.7319,10.480186,,78.243722,0.820009,32,64,32,19,13,64,0.5,0.40625,0.59375,1,2,8.888947,14.798716,284.4463,473.5589
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,code_completion,code_completion_1,4,50,0.0,1.0,64,90.965272,703.5652,10.993206,,111.548669,1.226278,17,64,47,6,11,68,0.691176,0.647059,0.352941,2.764706,3.764706,16.563853,14.1828,281.5855,241.1076
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,code_completion,code_completion_1,4,50,0.9,1.0,64,84.632162,756.2137,11.815839,,57.365543,0.677822,30,64,34,24,6,120,0.283333,0.2,0.8,1.133333,2.133333,18.652727,16.324143,559.5818,489.7243
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,code_completion,code_completion_1,4,100,0.0,1.0,64,88.502881,723.1403,11.299067,,81.061798,0.915923,27,64,37,22,5,108,0.342593,0.185185,0.814815,1.37037,2.37037,14.21803,12.803952,383.8868,345.7067
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,code_completion,code_completion_1,4,100,0.9,1.0,64,101.7955,638.5351,9.823617,,78.58893,0.772028,26,65,39,20,6,104,0.375,0.230769,0.769231,1.5,2.5,15.477488,14.142285,402.4147,367.6994
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,code_completion,code_completion_1,6,50,0.0,1.0,64,114.00465,596.4669,8.771572,,108.85556,0.954834,17,68,51,11,6,102,0.5,0.352941,0.647059,3,4,20.450829,13.248747,347.6641,225.2287
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,code_completion,code_completion_1,6,50,0.9,1.0,64,88.677776,778.098,11.276783,,57.664555,0.650271,27,69,42,24,3,162,0.259259,0.111111,0.888889,1.555556,2.555556,25.059352,16.736356,676.6025,451.8816
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,code_completion,code_completion_1,6,100,0.0,1.0,64,85.729269,758.2008,11.664628,,90.403866,1.054527,17,65,48,12,5,102,0.470588,0.294118,0.705882,2.823529,3.823529,23.670053,15.500876,402.3909,263.5149
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,code_completion,code_completion_1,6,100,0.9,1.0,64,97.003942,711.3113,10.308859,,72.41002,0.746465,24,69,45,18,6,144,0.3125,0.25,0.75,1.875,2.875,22.290362,14.967329,534.9687,359.2159
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,structured_extraction,structured_extraction_0,2,50,0.0,1.0,64,100.100358,659.3383,9.989974,,128.112205,1.279838,23,66,43,3,20,46,0.934783,0.869565,0.130435,1.869565,2.869565,7.686787,12.805422,176.7961,294.5247
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,structured_extraction,structured_extraction_0,2,50,0.9,1.0,64,97.163088,679.2703,10.291974,,120.303208,1.238158,23,66,43,3,20,46,0.934783,0.869565,0.130435,1.869565,2.869565,8.675822,13.281565,199.5439,305.476
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,structured_extraction,structured_extraction_0,2,100,0.0,1.0,64,104.22982,633.2161,9.594183,,129.503865,1.242484,23,66,43,2,21,46,0.934783,0.913043,0.086957,1.869565,2.869565,7.796222,12.435983,179.3131,286.0276
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,structured_extraction,structured_extraction_0,2,100,0.9,1.0,64,99.939146,640.3897,10.006089,,107.951251,1.08017,25,64,39,6,19,50,0.78,0.76,0.24,1.56,2.56,8.515004,13.343344,212.8751,333.5836
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,structured_extraction,structured_extraction_0,4,50,0.0,1.0,64,103.346996,628.9491,9.67614,,142.143706,1.375402,15,65,50,4,11,60,0.833333,0.733333,0.266667,3.333333,4.333333,14.571033,12.884613,218.5655,193.2692
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,structured_extraction,structured_extraction_0,4,50,0.9,1.0,64,103.597957,637.0782,9.6527,,129.234308,1.24746,15,66,51,4,11,60,0.85,0.733333,0.266667,3.4,4.4,16.48762,14.42352,247.3143,216.3528
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,structured_extraction,structured_extraction_0,4,100,0.0,1.0,64,108.491219,617.5615,9.217336,,160.416835,1.478616,14,67,53,1,13,56,0.946429,0.928571,0.071429,3.785714,4.785714,14.313679,12.578393,200.3915,176.0975
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,structured_extraction,structured_extraction_0,4,100,0.9,1.0,64,100.743627,645.2021,9.926186,,121.575385,1.20678,15,65,50,4,11,60,0.833333,0.733333,0.266667,3.333333,4.333333,17.121227,15.476453,256.8184,232.1468
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,structured_extraction,structured_extraction_0,6,50,0.0,1.0,64,76.58959,835.6227,13.056605,,124.47124,1.625172,12,64,52,5,7,72,0.722222,0.583333,0.416667,4.333333,5.333333,23.3401,15.538333,280.0812,186.46
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,structured_extraction,structured_extraction_0,6,50,0.9,1.0,64,96.80629,712.7636,10.329907,,103.033977,1.064331,15,69,54,8,7,90,0.6,0.466667,0.533333,3.6,4.6,24.75646,16.470247,371.3469,247.0537
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,structured_extraction,structured_extraction_0,6,100,0.0,1.0,64,105.981329,622.7512,9.435624,,150.298445,1.41816,11,66,55,3,8,66,0.833333,0.727273,0.272727,5,6,21.803745,14.083336,239.8412,154.9167
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,structured_extraction,structured_extraction_0,6,100,0.9,1.0,64,98.075994,693.3399,10.196175,,68.949063,0.703017,18,68,50,13,5,108,0.462963,0.277778,0.722222,2.777778,3.777778,31.1133,20.3962,560.0394,367.1316
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,structured_extraction,structured_extraction_1,2,50,0.0,1.0,64,81.668049,783.6602,12.244691,,109.400793,1.339579,22,64,42,2,20,44,0.954545,0.909091,0.090909,1.909091,2.909091,9.598995,14.785077,211.1779,325.2717
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,structured_extraction,structured_extraction_1,2,50,0.9,1.0,64,77.620947,824.5197,12.88312,,84.515739,1.088826,26,64,38,10,16,52,0.730769,0.615385,0.384615,1.461538,2.461538,10.598708,16.408865,275.5664,426.6305
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,structured_extraction,structured_extraction_1,2,100,0.0,1.0,64,85.057735,752.4301,11.75672,,120.70903,1.419142,22,64,42,2,20,44,0.954545,0.909091,0.090909,1.909091,2.909091,8.464236,13.569505,186.2132,298.5291
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,structured_extraction,structured_extraction_1,2,100,0.9,1.0,64,85.629235,770.7648,11.678255,,97.824226,1.142416,25,66,41,6,19,50,0.82,0.76,0.24,1.64,2.64,9.652148,15.2718,241.3037,381.795
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,structured_extraction,structured_extraction_1,4,50,0.0,1.0,64,91.943679,739.5832,10.876224,,126.428362,1.375063,15,68,53,3,12,60,0.883333,0.8,0.2,3.533333,4.533333,17.274333,15.200007,259.115,228.0001
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,structured_extraction,structured_extraction_1,4,50,0.9,1.0,64,101.846353,657.8537,9.818712,,137.508671,1.350158,14,67,53,1,13,56,0.946429,0.928571,0.071429,3.785714,4.785714,16.78785,14.886507,235.0299,208.4111
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,structured_extraction,structured_extraction_1,4,100,0.0,1.0,64,101.746152,638.8448,9.828382,,130.207081,1.279725,16,65,49,4,12,64,0.765625,0.75,0.25,3.0625,4.0625,15.010312,13.25765,240.165,212.1224
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,structured_extraction,structured_extraction_1,4,100,0.9,1.0,64,89.432935,726.8016,11.181563,,104.821702,1.17207,19,65,46,10,9,76,0.605263,0.473684,0.526316,2.421053,3.421053,15.605632,14.3564,296.507,272.7716
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,structured_extraction,structured_extraction_1,6,50,0.0,1.0,64,101.661611,629.5395,9.836555,,144.26856,1.419106,11,64,53,4,7,66,0.80303,0.636364,0.363636,4.818182,5.818182,22.070345,14.327318,242.7738,157.6005
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,structured_extraction,structured_extraction_1,6,50,0.9,1.0,64,108.144453,638.0355,9.246891,,116.903917,1.080998,14,69,55,8,6,84,0.654762,0.428571,0.571429,3.928571,4.928571,23.189286,15.401814,324.65,215.6254
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,structured_extraction,structured_extraction_1,6,100,0.0,1.0,64,86.755381,737.7064,11.526662,,85.2692,0.982869,18,64,46,13,5,108,0.425926,0.277778,0.722222,2.555556,3.555556,22.829583,15.773961,410.9325,283.9313
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,structured_extraction,structured_extraction_1,6,100,0.9,1.0,64,90.652356,750.1184,11.031153,,64.947878,0.71645,21,68,47,17,4,126,0.373016,0.190476,0.809524,2.238095,3.238095,27.705662,18.938857,581.8189,397.716
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,continuation,continuation_0,2,50,0.0,1.0,64,8.965761,7361.3387,111.535435,,17.491255,1.950895,23,66,43,2,21,46,0.934783,0.913043,0.086957,1.869565,2.869565,42.817052,118.819613,984.7922,2732.8511
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,continuation,continuation_0,2,50,0.9,1.0,64,8.859972,7336.366,112.867169,,17.548943,1.9807,22,65,43,1,21,44,0.977273,0.954545,0.045455,1.954545,2.954545,45.682114,120.209073,1005.0065,2644.5996
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,continuation,continuation_0,2,100,0.0,1.0,64,8.11007,7891.424,123.3035,,14.283846,1.761248,24,64,40,5,19,48,0.833333,0.791667,0.208333,1.666667,2.666667,52.953592,131.082338,1270.8862,3145.9761
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,continuation,continuation_0,2,100,0.9,1.0,64,8.136727,7865.5702,122.899534,,15.120824,1.858342,23,64,41,3,20,46,0.891304,0.869565,0.130435,1.782609,2.782609,51.948048,129.517974,1194.8051,2978.9134
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,continuation,continuation_0,4,50,0.0,1.0,64,8.260783,7868.5039,121.053906,,22.603614,2.736256,13,65,52,0,13,52,1.0,1.0,0.0,4,5,92.5935,124.796731,1203.7155,1622.3575
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,continuation,continuation_0,4,50,0.9,1.0,64,8.395384,7623.2365,119.11307,,21.027603,2.504662,14,64,50,3,11,56,0.892857,0.785714,0.214286,3.571429,4.571429,88.903286,124.695193,1244.646,1745.7327
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,continuation,continuation_0,4,100,0.0,1.0,64,8.81777,7711.7002,113.407356,,20.560112,2.331668,15,68,53,4,11,60,0.883333,0.733333,0.266667,3.533333,4.533333,90.925293,125.627153,1363.8794,1884.4073
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,continuation,continuation_0,4,100,0.9,1.0,64,8.789752,7736.2823,113.768857,,17.980148,2.045581,16,68,52,5,11,64,0.8125,0.6875,0.3125,3.25,4.25,99.933188,132.664631,1598.931,2122.6341
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,continuation,continuation_0,6,50,0.0,1.0,64,8.321977,7810.6445,120.163762,,16.473538,1.979522,14,65,51,7,7,84,0.607143,0.5,0.5,3.642857,4.642857,148.872829,128.90425,2084.2196,1804.6595
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,continuation,continuation_0,6,50,0.9,1.0,64,8.908497,7745.4139,112.252375,,19.356247,2.172785,13,69,56,6,7,78,0.717949,0.538462,0.461538,4.307692,5.307692,140.216531,129.6174,1822.8149,1685.0262
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,continuation,continuation_0,6,100,0.0,1.0,64,8.527103,7857.2994,117.273125,,24.366239,2.857505,10,67,57,1,9,60,0.95,0.9,0.1,5.7,6.7,139.08481,130.72542,1390.8481,1307.2542
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,continuation,continuation_0,6,100,0.9,1.0,64,8.694592,7820.9534,115.014021,,22.134909,2.545825,12,68,56,5,7,72,0.777778,0.583333,0.416667,4.666667,5.666667,125.44935,126.205342,1505.3922,1514.4641
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,continuation,continuation_1,2,50,0.0,1.0,64,8.971681,7245.0188,111.461828,,16.587975,1.848926,23,65,42,4,19,46,0.913043,0.826087,0.173913,1.826087,2.826087,45.330235,122.482991,1042.5954,2817.1088
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,continuation,continuation_1,2,50,0.9,1.0,64,8.666017,7615.9555,115.393265,,16.248536,1.874972,23,66,43,3,20,46,0.934783,0.869565,0.130435,1.869565,2.869565,47.647796,126.453448,1095.8993,2908.4293
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,continuation,continuation_1,2,100,0.0,1.0,64,8.757122,7536.7225,114.192765,,17.501651,1.998562,22,66,44,0,22,44,1.0,1.0,0.0,2,3,45.9926,122.892632,1011.8372,2703.6379
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,continuation,continuation_1,2,100,0.9,1.0,64,8.593713,7447.3047,116.364136,,17.610806,2.049266,22,64,42,2,20,44,0.954545,0.909091,0.090909,1.909091,2.909091,43.617823,119.145495,959.5921,2621.2009
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,continuation,continuation_1,4,50,0.0,1.0,64,9.05724,7286.9879,110.408908,,23.379252,2.581278,14,66,52,1,13,56,0.928571,0.928571,0.071429,3.714286,4.714286,80.551086,117.577443,1127.7152,1646.0842
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,continuation,continuation_1,4,50,0.9,1.0,64,8.950843,7261.8856,111.721317,,19.579008,2.187393,16,65,49,6,10,64,0.765625,0.625,0.375,3.0625,4.0625,83.896181,120.2503,1342.3389,1924.0048
