pair_name,family,approx_model_name,target_model_name,task,prompt_id,gamma,top_k,top_p,temperature,max_tokens,baseline_large_tps,baseline_large_elapsed_ms,avg_target_baseline_generate_ms_per_token,baseline_small_tps,speculative_tps,speedup,rounds,generated_tokens,accepted_count,resample_count,target_sample_count,proposed_draft_tokens,acceptance_rate,all_accept_round_rate,resample_round_rate,avg_accepted_per_round,avg_contributed_per_round,avg_draft_generate_ms_per_round,avg_target_verify_ms_per_round,draft_generate_ms_total,target_verify_ms_total
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_0,2,50,0.0,1.0,64,3.465324,19045.8365,288.57328,,8.622031,2.488088,23,66,43,2,21,46,0.934783,0.913043,0.086957,1.869565,2.869565,32.252187,298.258304,741.8003,6859.941
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_0,2,50,0.9,1.0,64,3.433932,18928.7361,291.211325,,8.568093,2.495126,22,65,43,1,21,44,0.977273,0.954545,0.045455,1.954545,2.954545,38.051568,304.312859,837.1345,6694.8829
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_0,2,100,0.0,1.0,64,3.359492,19050.4979,297.66403,,8.702455,2.590408,22,64,42,2,20,44,0.954545,0.909091,0.090909,1.909091,2.909091,31.954205,300.015714,702.9925,6600.3457
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_0,2,100,0.9,1.0,64,3.446534,18859.5246,290.146532,,8.718346,2.529598,22,65,43,1,21,44,0.977273,0.954545,0.045455,1.954545,2.954545,36.418773,300.171414,801.213,6603.7711
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_0,4,50,0.0,1.0,64,3.320022,19276.9792,301.2028,,11.677712,3.51736,15,64,49,4,11,60,0.816667,0.733333,0.266667,3.266667,4.266667,63.317267,299.001427,949.759,4485.0214
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_0,4,50,0.9,1.0,64,3.400186,19116.6,294.101538,,11.613921,3.415672,15,65,50,3,12,60,0.833333,0.8,0.2,3.333333,4.333333,65.688093,303.965913,985.3214,4559.4887
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_0,4,100,0.0,1.0,64,3.44754,19724.2072,290.061871,,12.247677,3.552584,14,68,54,1,13,56,0.964286,0.928571,0.071429,3.857143,4.857143,74.437507,318.081586,1042.1251,4453.1422
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_0,4,100,0.9,1.0,64,3.208454,19947.3031,311.676611,,10.216618,3.184281,16,64,48,7,9,64,0.75,0.5625,0.4375,3,4,69.404312,318.5263,1110.469,5096.4208
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_0,6,50,0.0,1.0,64,3.449227,19714.5635,289.920051,,12.981288,3.763536,12,68,56,4,8,72,0.777778,0.666667,0.333333,4.666667,5.666667,110.447183,321.532408,1325.3662,3858.3889
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_0,6,50,0.9,1.0,64,3.446566,19729.7855,290.143904,,12.560867,3.644459,13,68,55,6,7,78,0.705128,0.538462,0.461538,4.230769,5.230769,97.411454,314.978138,1266.3489,4094.7158
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_0,6,100,0.0,1.0,64,3.432161,18938.5038,291.361597,,14.358945,4.183645,11,65,54,3,8,66,0.818182,0.727273,0.272727,4.909091,5.909091,99.778127,307.200491,1097.5594,3379.2054
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_0,6,100,0.9,1.0,64,3.392887,19747.1964,294.734275,,12.974194,3.82394,12,67,55,6,6,72,0.763889,0.5,0.5,4.583333,5.583333,107.910133,317.701383,1294.9216,3812.4166
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_1,2,50,0.0,1.0,64,3.265434,19599.2348,306.238044,,8.268791,2.532218,22,64,42,1,21,44,0.954545,0.954545,0.045455,1.909091,2.909091,34.991268,314.277455,769.8079,6914.104
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_1,2,50,0.9,1.0,64,3.262629,19616.082,306.501281,,7.498219,2.298214,24,64,40,6,18,48,0.833333,0.75,0.25,1.666667,2.666667,38.589317,314.655196,926.1436,7551.7247
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_1,2,100,0.0,1.0,64,3.469792,19021.3106,288.201676,,9.024667,2.600924,22,66,44,0,22,44,1.0,1.0,0.0,2,3,32.835123,297.297782,722.3727,6540.5512
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_1,2,100,0.9,1.0,64,3.355546,19072.9018,298.014091,,8.358545,2.490964,22,64,42,1,21,44,0.954545,0.954545,0.045455,1.909091,2.909091,36.784014,308.878809,809.2483,6795.3338
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_1,4,50,0.0,1.0,64,3.47733,19267.6539,287.576924,,12.968721,3.729505,14,67,53,2,12,56,0.946429,0.857143,0.142857,3.785714,4.785714,63.272729,302.348586,885.8182,4232.8802
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_1,4,50,0.9,1.0,64,3.487792,19496.5742,286.714326,,13.017214,3.732222,14,68,54,2,12,56,0.964286,0.857143,0.142857,3.857143,4.857143,65.050486,304.532429,910.7068,4263.454
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_1,4,100,0.0,1.0,64,3.391506,18870.6717,294.854245,,13.428761,3.959527,13,64,51,1,12,52,0.980769,0.923077,0.076923,3.923077,4.923077,63.707192,299.351423,828.1935,3891.5685
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_1,4,100,0.9,1.0,64,3.617734,18796.2949,276.416101,,12.320892,3.405693,15,68,53,3,12,60,0.883333,0.8,0.2,3.533333,4.533333,64.456913,300.145033,966.8537,4502.1755
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_1,6,50,0.0,1.0,64,3.292568,19437.7137,303.714277,,14.83235,4.504796,10,64,54,2,8,60,0.9,0.8,0.2,5.4,6.4,109.6192,316.78649,1096.192,3167.8649
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_1,6,50,0.9,1.0,64,3.32652,20141.1666,300.614427,,13.736543,4.129403,11,67,56,3,8,66,0.848485,0.727273,0.272727,5.090909,6.090909,111.041427,327.209555,1221.4557,3599.3051
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_1,6,100,0.0,1.0,64,3.441403,20340.5407,290.579153,,14.210536,4.129286,11,70,59,2,9,66,0.893939,0.818182,0.181818,5.363636,6.363636,111.162245,331.352473,1222.7847,3644.8772
llama32_1b_to_3b,llama3.2,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,structured_extraction,structured_extraction_1,6,100,0.9,1.0,64,3.214502,20531.9487,311.090132,,15.0197,4.672481,10,66,56,2,8,60,0.933333,0.8,0.2,5.6,6.6,107.05208,327.05682,1070.5208,3270.5682
