pair_name,family,approx_model_name,target_model_name,task,prompt_id,gamma,top_k,top_p,temperature,max_tokens,approx_quant,target_quant,baseline_large_tps,baseline_large_elapsed_ms,avg_target_baseline_generate_ms_per_token,baseline_small_tps,speculative_tps,speedup,rounds,generated_tokens,accepted_count,resample_count,target_sample_count,proposed_draft_tokens,acceptance_rate,all_accept_round_rate,resample_round_rate,avg_accepted_per_round,avg_contributed_per_round,avg_draft_generate_ms_per_round,avg_target_verify_ms_per_round,draft_generate_ms_total,target_verify_ms_total
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,10,50,0.9,1.0,64,int8,none,15.689507,4142.896288,63.736866,,11.984184,0.763834,7,65,58,3,4,70,0.828571,0.571429,0.428571,8.285714,9.285714,691.819952,79.008028,4842.739664,553.056196
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,10,100,0.0,1.0,64,int8,none,16.220054,4130.689079,61.652076,,11.107889,0.684824,8,67,59,4,4,80,0.7375,0.5,0.5,7.375,8.375,676.314,73.950796,5410.512003,591.606368
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,10,100,0.9,1.0,64,int8,none,16.176837,4141.724338,61.816781,,10.747631,0.664384,8,67,59,4,4,80,0.7375,0.5,0.5,7.375,8.375,697.665982,77.97319,5581.327856,623.785518
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,10,150,0.0,1.0,64,int8,none,15.997935,4125.532385,62.508066,,14.252155,0.890875,6,66,60,0,6,60,1.0,1.0,0.0,10,11,693.325656,74.355045,4159.953934,446.13027
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,10,150,0.9,1.0,64,int8,none,16.417203,4141.996571,60.911714,,9.839568,0.599345,9,68,59,5,4,90,0.655556,0.444444,0.555556,6.555556,7.555556,686.887978,77.585419,6181.991801,698.268769
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,10,200,0.0,1.0,64,int8,none,17.215156,4124.272752,58.088349,,10.424003,0.605513,9,71,62,4,5,90,0.688889,0.555556,0.444444,6.888889,7.888889,680.50397,72.904359,6124.535727,656.139233
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,10,200,0.9,1.0,64,int8,none,15.926594,4144.012242,62.788064,,7.178964,0.450753,12,66,54,10,2,120,0.45,0.166667,0.833333,4.5,5.5,686.559553,76.615169,8238.71463,919.382029
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,4,50,0.0,1.0,64,int8,none,16.255981,4121.559809,61.515818,,12.685482,0.780358,15,67,52,2,13,60,0.866667,0.866667,0.133333,3.466667,4.466667,280.129713,69.726834,4201.945689,1045.902512
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,4,50,0.9,1.0,64,int8,none,15.442386,4144.437325,64.756833,,11.518216,0.745883,16,64,48,8,8,64,0.75,0.5,0.5,3,4,273.255879,71.778931,4372.09406,1148.462898
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,4,100,0.0,1.0,64,int8,none,16.488875,4123.992656,60.646951,,12.98421,0.787453,15,68,53,4,11,60,0.883333,0.733333,0.266667,3.533333,4.533333,277.31628,69.558487,4159.744204,1043.377311
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,4,100,0.9,1.0,64,int8,none,16.163538,4145.132166,61.867644,,11.864445,0.734025,16,67,51,6,10,64,0.796875,0.625,0.375,3.1875,4.1875,278.92616,71.783786,4462.818561,1148.540576
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,4,150,0.0,1.0,64,int8,none,15.515658,4124.865282,64.45102,,11.853453,0.763967,15,64,49,5,10,60,0.816667,0.666667,0.333333,3.266667,4.266667,287.944787,69.683712,4319.171807,1045.255674
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,4,150,0.9,1.0,64,int8,none,16.112587,4158.239761,62.06328,,12.425796,0.771186,15,67,52,5,10,60,0.866667,0.666667,0.333333,3.466667,4.466667,284.990652,72.164794,4274.859778,1082.471917
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,4,200,0.0,1.0,64,int8,none,15.487738,4132.301406,64.567209,,13.835616,0.893327,13,64,51,1,12,52,0.980769,0.923077,0.076923,3.923077,4.923077,283.560394,69.8788,3686.285123,908.424397
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,4,200,0.9,1.0,64,int8,none,15.417872,4151.026889,64.859795,,12.084319,0.783786,15,64,49,5,10,60,0.816667,0.666667,0.333333,3.266667,4.266667,278.838818,71.983472,4182.582269,1079.752076
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,6,50,0.0,1.0,64,int8,none,16.006609,4123.296895,62.474195,,13.555245,0.846853,10,66,56,1,9,60,0.933333,0.9,0.1,5.6,6.6,412.905694,71.177963,4129.05694,711.779626
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,6,50,0.9,1.0,64,int8,none,16.161131,4145.749341,61.876856,,11.218283,0.694152,12,67,55,3,9,72,0.763889,0.75,0.25,4.583333,5.583333,421.076418,73.980246,5052.917015,887.762946
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,6,100,0.0,1.0,64,int8,none,16.240903,4125.386255,61.572929,,13.657769,0.840949,10,67,57,1,9,60,0.95,0.9,0.1,5.7,6.7,416.551195,71.150424,4165.511945,711.504239
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,6,100,0.9,1.0,64,int8,none,15.93634,4141.478009,62.749667,,11.152688,0.699827,12,66,54,5,7,72,0.75,0.583333,0.416667,4.5,5.5,416.289931,74.140059,4995.479166,889.680714
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,6,150,0.0,1.0,64,int8,none,16.263973,4119.534634,61.485592,,13.519082,0.831229,10,67,57,1,9,60,0.95,0.9,0.1,5.7,6.7,421.466345,71.247336,4214.663453,712.473355
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,6,150,0.9,1.0,64,int8,none,16.626775,4149.932742,60.143953,,12.580968,0.756669,11,69,58,2,9,66,0.878788,0.818182,0.181818,5.272727,6.272727,421.589656,74.226173,4637.486212,816.487908
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,6,200,0.0,1.0,64,int8,none,16.958264,4127.780994,58.9683,,14.34848,0.846105,10,70,60,0,10,60,1.0,1.0,0.0,6,7,413.664671,71.209006,4136.646715,712.090059
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,6,200,0.9,1.0,64,int8,none,16.157482,4146.685603,61.89083,,10.280864,0.636291,13,67,54,6,7,78,0.692308,0.538462,0.461538,4.153846,5.153846,424.35383,74.297865,5516.599795,965.872248
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,8,50,0.0,1.0,64,int8,none,16.973575,4124.057559,58.915108,,12.470315,0.73469,9,70,61,3,6,72,0.847222,0.666667,0.333333,6.777778,7.777778,548.144567,72.222663,4933.301104,650.003968
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,8,50,0.9,1.0,64,int8,none,17.372018,4144.596268,57.563837,,10.467386,0.602543,11,72,61,5,6,88,0.693182,0.545455,0.454545,5.545455,6.545455,546.901443,75.435242,6015.915873,829.787667
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,8,100,0.0,1.0,64,int8,none,16.272368,4117.409419,61.453872,,11.79904,0.725097,9,67,58,4,5,72,0.805556,0.555556,0.444444,6.444444,7.444444,555.332697,72.287369,4997.994271,650.58632
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,8,100,0.9,1.0,64,int8,none,16.402123,4145.804794,60.967718,,11.944697,0.728241,9,68,59,3,6,72,0.819444,0.666667,0.333333,6.555556,7.555556,552.945104,76.321876,4976.505939,686.89688
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,8,150,0.0,1.0,64,int8,none,16.250372,4122.982628,61.537054,,11.995397,0.738161,9,67,58,4,5,72,0.805556,0.555556,0.444444,6.444444,7.444444,545.092338,72.20757,4905.831038,649.868129
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,8,150,0.9,1.0,64,int8,none,16.405391,4144.978929,60.955572,,11.915438,0.726312,9,68,59,3,6,72,0.819444,0.666667,0.333333,6.555556,7.555556,554.452902,76.358022,4990.076115,687.222196
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,8,200,0.0,1.0,64,int8,none,17.470495,4121.234113,57.239363,,14.101266,0.807147,8,72,64,0,8,64,1.0,1.0,0.0,8,9,561.765158,72.88552,4494.121265,583.08416
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,8,200,0.9,1.0,64,int8,none,16.411897,4143.335675,60.931407,,12.155905,0.740676,9,68,59,3,6,72,0.819444,0.666667,0.333333,6.555556,7.555556,542.121503,76.197024,4879.09353,685.773219
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,10,50,0.0,1.0,64,int8,none,16.741208,4121.566487,59.732848,,11.376061,0.679525,8,69,61,3,5,80,0.7625,0.625,0.375,7.625,8.625,681.496371,73.117504,5451.970965,584.94003
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,10,50,0.9,1.0,64,int8,none,17.633739,4139.791396,56.709471,,10.688981,0.606166,9,73,64,5,4,90,0.711111,0.444444,0.555556,7.111111,8.111111,677.998896,77.341079,6101.990062,696.069715
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,10,100,0.0,1.0,64,int8,none,16.280343,4115.392446,61.423768,,11.156525,0.685276,8,67,59,6,2,80,0.7375,0.25,0.75,7.375,8.375,673.665155,73.196985,5389.321244,585.57588
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,10,100,0.9,1.0,64,int8,none,16.905517,4140.660157,59.152288,,10.028387,0.593202,9,70,61,5,4,90,0.677778,0.444444,0.555556,6.777778,7.777778,694.190906,77.779363,6247.718157,700.014268
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,10,150,0.0,1.0,64,int8,none,16.996854,4118.409198,58.834417,,11.517666,0.677635,8,70,62,3,5,80,0.775,0.625,0.375,7.75,8.75,682.695437,73.358114,5461.563499,586.86491
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,10,150,0.9,1.0,64,int8,none,16.176257,4141.872967,61.819,,10.713726,0.662312,8,67,59,4,4,80,0.7375,0.5,0.5,7.375,8.375,700.251213,77.919527,5602.009707,623.356216
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,10,200,0.0,1.0,64,int8,none,15.512165,4125.794171,64.465534,,10.583624,0.682279,8,64,56,5,3,80,0.7,0.375,0.625,7,8,679.126618,73.189918,5433.012941,585.519347
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,10,200,0.9,1.0,64,int8,none,15.926192,4144.116735,62.789647,,10.659562,0.66931,8,66,58,4,4,80,0.725,0.5,0.5,7.25,8.25,692.127073,78.188987,5537.016588,625.511894
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,4,50,0.0,1.0,64,int8,none,15.512493,4125.706981,64.464172,,12.562684,0.809843,14,64,50,3,11,56,0.892857,0.785714,0.214286,3.571429,4.571429,291.728518,69.800076,4084.199255,977.201059
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,4,50,0.9,1.0,64,int8,none,16.401186,4146.041732,60.971202,,12.300903,0.750001,15,68,53,3,12,60,0.883333,0.8,0.2,3.533333,4.533333,294.138537,72.032637,4412.078049,1080.48956
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,4,100,0.0,1.0,64,int8,none,15.520275,4123.638154,64.431846,,10.011792,0.645078,18,64,46,8,10,72,0.638889,0.555556,0.444444,2.555556,3.555556,283.691514,69.358901,5106.447258,1248.460217
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,4,100,0.9,1.0,64,int8,none,16.404476,4145.210108,60.958972,,11.326344,0.690442,16,68,52,4,12,64,0.8125,0.75,0.25,3.25,4.25,301.181122,71.827631,4818.897957,1149.24209
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,4,150,0.0,1.0,64,int8,none,15.505409,4127.591778,64.493622,,10.003044,0.645133,18,64,46,8,10,72,0.638889,0.555556,0.444444,2.555556,3.555556,284.008984,69.363291,5112.161704,1248.539239
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,4,150,0.9,1.0,64,int8,none,15.90752,4148.981202,62.863352,,12.070452,0.758789,15,66,51,3,12,60,0.85,0.8,0.2,3.4,4.4,290.510855,71.821919,4357.662823,1077.328784
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,4,200,0.0,1.0,64,int8,none,15.531367,4120.693366,64.385834,,9.993655,0.64345,18,64,46,8,10,72,0.638889,0.555556,0.444444,2.555556,3.555556,284.24311,69.395426,5116.375987,1249.117677
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,4,200,0.9,1.0,64,int8,none,15.922596,4145.052845,62.803831,,11.802137,0.741219,15,66,51,3,12,60,0.85,0.8,0.2,3.4,4.4,298.139341,72.462059,4472.090122,1086.930883
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,6,50,0.0,1.0,64,int8,none,16.745057,4120.618934,59.719115,,12.315809,0.735489,11,69,58,2,9,66,0.878788,0.818182,0.181818,5.272727,6.272727,435.736426,70.79596,4793.100686,778.755556
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,6,50,0.9,1.0,64,int8,none,16.632109,4148.60185,60.124664,,10.743085,0.645924,13,69,56,6,7,78,0.717949,0.538462,0.461538,4.307692,5.307692,418.061235,73.36683,5434.796056,953.768796
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,6,100,0.0,1.0,64,int8,none,16.964085,4126.364683,58.948067,,10.866346,0.64055,13,70,57,5,8,78,0.730769,0.615385,0.384615,4.384615,5.384615,422.372822,70.484516,5490.84669,916.298704
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,6,100,0.9,1.0,64,int8,none,16.663226,4140.854727,60.012387,,11.39146,0.683629,12,69,57,3,9,72,0.791667,0.75,0.25,4.75,5.75,428.540676,73.57164,5142.488116,882.859686
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,6,150,0.0,1.0,64,int8,none,16.256212,4121.501415,61.514946,,11.240655,0.691468,12,67,55,3,9,72,0.763889,0.75,0.25,4.583333,5.583333,423.569082,70.554867,5082.828988,846.658404
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,6,150,0.9,1.0,64,int8,none,16.651586,4143.749529,60.054341,,11.189288,0.671965,12,69,57,3,9,72,0.791667,0.75,0.25,4.75,5.75,437.413421,73.747347,5248.961048,884.968164
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,6,200,0.0,1.0,64,int8,none,16.23958,4125.722379,61.577946,,11.12264,0.684909,12,67,55,3,9,72,0.763889,0.75,0.25,4.583333,5.583333,428.370052,70.949585,5140.440621,851.395018
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,6,200,0.9,1.0,64,int8,none,16.643346,4145.801009,60.084073,,11.313847,0.679782,12,69,57,3,9,72,0.791667,0.75,0.25,4.75,5.75,431.945287,73.619562,5183.343441,883.434744
