pair_name,family,approx_model_name,target_model_name,task,prompt_id,gamma,top_k,top_p,temperature,max_tokens,approx_quant,target_quant,baseline_large_tps,baseline_large_elapsed_ms,avg_target_baseline_generate_ms_per_token,baseline_small_tps,speculative_tps,speedup,rounds,generated_tokens,accepted_count,resample_count,target_sample_count,proposed_draft_tokens,acceptance_rate,all_accept_round_rate,resample_round_rate,avg_accepted_per_round,avg_contributed_per_round,avg_draft_generate_ms_per_round,avg_target_verify_ms_per_round,draft_generate_ms_total,target_verify_ms_total
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,6,200,0.0,1.0,64,int8,int8,7.525882,9035.48575,132.87479,,8.740315,1.161367,13,68,55,5,8,78,0.705128,0.615385,0.384615,4.230769,5.230769,418.988944,176.875619,5446.856271,2299.383044
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,6,200,0.9,1.0,64,int8,int8,6.992087,9153.204027,143.018813,,9.042653,1.29327,12,64,52,6,6,72,0.722222,0.5,0.5,4.333333,5.333333,409.6418,177.447125,4915.701606,2129.365494
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,8,50,0.0,1.0,64,int8,int8,7.767766,9140.33707,128.737142,,8.70674,1.120881,11,71,60,4,7,88,0.681818,0.636364,0.363636,5.454545,6.454545,542.803202,195.49762,5970.835218,2150.47382
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,8,50,0.9,1.0,64,int8,int8,6.915523,9254.542071,144.60222,,10.740715,1.553131,8,64,56,2,6,64,0.875,0.75,0.25,7,8,545.061566,196.467716,4360.49253,1571.741726
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,8,100,0.0,1.0,64,int8,int8,7.287093,9057.11017,137.228942,,11.12935,1.527269,8,66,58,1,7,64,0.90625,0.875,0.125,7.25,8.25,543.911473,193.87547,4351.291783,1551.003763
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,8,100,0.9,1.0,64,int8,int8,7.10235,9151.900359,140.798467,,8.730953,1.229305,10,65,55,5,5,80,0.6875,0.5,0.5,5.5,6.5,541.861783,199.576659,5418.61783,1995.766593
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,8,150,0.0,1.0,64,int8,int8,7.450276,9127.178953,134.22322,,11.284942,1.514701,8,68,60,1,7,64,0.9375,0.875,0.125,7.5,8.5,554.541346,195.123077,4436.330766,1560.984613
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,8,150,0.9,1.0,64,int8,int8,7.532423,9293.157821,132.759397,,8.603377,1.142179,11,70,59,5,6,88,0.670455,0.545455,0.454545,5.363636,6.363636,540.701857,195.935524,5947.720422,2155.29076
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,8,200,0.0,1.0,64,int8,int8,7.518303,9044.594163,133.008738,,8.268379,1.099767,11,68,57,5,6,88,0.647727,0.545455,0.454545,5.181818,6.181818,551.437964,193.312935,6065.817608,2126.442282
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,8,200,0.9,1.0,64,int8,int8,7.387913,9204.223624,135.35623,,8.269757,1.119363,11,68,57,5,6,88,0.647727,0.545455,0.454545,5.181818,6.181818,547.47933,197.124355,6022.272632,2168.367905
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,10,50,0.0,1.0,64,int8,int8,7.712265,9206.115537,129.663599,,8.823591,1.144099,9,71,62,5,4,90,0.688889,0.444444,0.555556,6.888889,7.888889,694.388605,196.050728,6249.497442,1764.456554
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,10,50,0.9,1.0,64,int8,int8,7.931662,9203.619991,126.076986,,10.154341,1.280229,8,73,65,3,5,80,0.8125,0.625,0.375,8.125,9.125,693.569801,201.113025,5548.558407,1608.904201
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,10,100,0.0,1.0,64,int8,int8,7.785069,9248.473148,128.451016,,9.091824,1.167854,9,72,63,4,5,90,0.7,0.555556,0.444444,7,8,682.292035,194.169392,6140.628313,1747.524525
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,10,100,0.9,1.0,64,int8,int8,7.223131,9275.755588,138.444113,,9.255727,1.281401,8,67,59,4,4,80,0.7375,0.5,0.5,7.375,8.375,704.190431,197.03592,5633.52345,1576.287357
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,10,150,0.0,1.0,64,int8,int8,7.152405,9227.664857,139.813104,,12.51233,1.749388,6,66,60,0,6,60,1.0,1.0,0.0,10,11,678.890741,196.112142,4073.344448,1176.672854
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,10,150,0.9,1.0,64,int8,int8,7.950549,9307.533292,125.777477,,7.055314,0.8874,12,74,62,7,5,120,0.516667,0.416667,0.583333,5.166667,6.166667,673.738943,197.257006,8084.867319,2367.084073
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,10,200,0.0,1.0,64,int8,int8,6.999693,9143.258365,142.863412,,9.135003,1.305058,8,64,56,4,4,80,0.7,0.5,0.5,7,8,674.940768,197.339729,5399.526142,1578.717831
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,10,200,0.9,1.0,64,int8,int8,7.331136,9275.506056,136.404501,,8.438514,1.151051,9,68,59,4,5,90,0.655556,0.555556,0.444444,6.555556,7.555556,691.611859,200.434707,6224.506728,1803.912361
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,4,50,0.0,1.0,64,int8,int8,7.285895,9195.850965,137.251507,,9.840249,1.350589,15,67,52,2,13,60,0.866667,0.866667,0.133333,3.466667,4.466667,278.828577,172.86667,4182.428648,2593.000052
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,4,50,0.9,1.0,64,int8,int8,7.12197,9126.688127,140.410587,,9.499927,1.33389,15,65,50,4,11,60,0.833333,0.733333,0.266667,3.333333,4.333333,276.514948,177.363782,4147.724222,2660.456726
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,4,100,0.0,1.0,64,int8,int8,7.188271,9042.508558,139.115516,,10.90554,1.51713,13,65,52,0,13,52,1.0,1.0,0.0,4,5,282.422268,173.765031,3671.489483,2258.945408
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,4,100,0.9,1.0,64,int8,int8,7.303212,9037.119542,136.926054,,8.605154,1.17827,17,66,49,6,11,68,0.720588,0.647059,0.352941,2.882353,3.882353,276.936301,172.14025,4707.91712,2926.384245
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,4,150,0.0,1.0,64,int8,int8,7.390553,8930.319701,135.307874,,10.544485,1.426752,14,66,52,1,13,56,0.928571,0.928571,0.071429,3.714286,4.714286,273.744288,171.142193,3832.420026,2395.990703
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,4,150,0.9,1.0,64,int8,int8,7.116371,9133.868701,140.521057,,10.77313,1.513852,13,65,52,0,13,52,1.0,1.0,0.0,4,5,285.314169,176.531669,3709.084196,2294.911695
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,4,200,0.0,1.0,64,int8,int8,7.190064,8901.172515,139.080821,,11.081171,1.541178,13,64,51,1,12,52,0.980769,0.923077,0.076923,3.923077,4.923077,272.907105,169.08773,3547.792363,2198.140493
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,4,200,0.9,1.0,64,int8,int8,7.150591,9090.157141,139.848571,,10.60551,1.483165,13,65,52,0,13,52,1.0,1.0,0.0,4,5,289.606325,179.492635,3764.882222,2333.40426
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,6,50,0.0,1.0,64,int8,int8,7.418106,9031.955603,134.805308,,8.662725,1.167781,13,67,54,5,8,78,0.692308,0.615385,0.384615,4.153846,5.153846,416.097071,176.316482,5409.261921,2292.11427
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,6,50,0.9,1.0,64,int8,int8,7.455725,9388.758092,134.125116,,9.006435,1.207989,13,70,57,4,9,78,0.730769,0.692308,0.307692,4.384615,5.384615,416.327436,178.930752,5412.256672,2326.099781
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,6,100,0.0,1.0,64,int8,int8,7.527482,8900.719293,132.846557,,11.406154,1.515268,10,67,57,1,9,60,0.95,0.9,0.1,5.7,6.7,410.333397,174.15426,4103.33397,1741.542599
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,6,100,0.9,1.0,64,int8,int8,7.187693,9182.361516,139.12669,,9.28644,1.291992,12,66,54,5,7,72,0.75,0.583333,0.416667,4.5,5.5,410.397344,178.977621,4924.768128,2147.731457
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,6,150,0.0,1.0,64,int8,int8,7.566846,8854.416074,132.155464,,11.565085,1.528389,10,67,57,1,9,60,0.95,0.9,0.1,5.7,6.7,404.887728,171.627987,4048.877277,1716.279865
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,6,150,0.9,1.0,64,int8,int8,7.527739,9166.09868,132.84201,,10.61005,1.40946,11,69,58,2,9,66,0.878788,0.818182,0.181818,5.272727,6.272727,411.359753,177.092269,4524.957282,1948.014959
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,6,200,0.0,1.0,64,int8,int8,7.82598,8944.566125,127.779516,,10.847319,1.386065,11,70,59,2,9,66,0.893939,0.818182,0.181818,5.363636,6.363636,408.384423,175.48183,4492.228657,1930.300132
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,6,200,0.9,1.0,64,int8,int8,7.122992,8984.988761,140.390449,,8.390107,1.177891,13,64,51,7,6,78,0.653846,0.461538,0.538462,3.923077,4.923077,406.617892,177.592458,5286.0326,2308.701955
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,8,50,0.0,1.0,64,int8,int8,7.433415,9013.353899,134.52767,,10.001788,1.345517,9,67,58,2,7,72,0.805556,0.777778,0.222222,6.444444,7.444444,547.726734,193.418931,4929.540607,1740.770382
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,8,50,0.9,1.0,64,int8,int8,7.769663,9266.811729,128.705718,,8.607374,1.107818,11,72,61,5,6,88,0.693182,0.545455,0.454545,5.545455,6.545455,557.090553,200.194817,6127.996079,2202.142982
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,8,100,0.0,1.0,64,int8,int8,7.521148,8908.214846,132.958431,,9.156402,1.217421,10,67,57,4,6,80,0.7125,0.6,0.4,5.7,6.7,537.280327,191.384541,5372.803265,1913.84541
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,8,100,0.9,1.0,64,int8,int8,7.475069,9096.90577,133.778026,,10.05856,1.345614,9,68,59,3,6,72,0.819444,0.666667,0.333333,6.555556,7.555556,549.067024,198.647011,4941.60322,1787.823096
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,8,150,0.0,1.0,64,int8,int8,8.187578,8793.808858,122.136234,,8.762068,1.070166,11,72,61,4,7,88,0.693182,0.636364,0.363636,5.545455,6.545455,548.019318,196.011778,6028.212499,2156.129563
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,8,150,0.9,1.0,64,int8,int8,7.5161,9047.244988,133.04772,,10.391972,1.382628,9,68,59,3,6,72,0.819444,0.666667,0.333333,6.555556,7.555556,530.441212,193.400354,4773.970906,1740.603184
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,8,200,0.0,1.0,64,int8,int8,7.449365,8859.815805,134.239633,,11.16296,1.498512,8,66,58,2,6,64,0.90625,0.75,0.25,7.25,8.25,542.317986,193.302369,4338.543886,1546.418955
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,8,200,0.9,1.0,64,int8,int8,7.555004,9000.656671,132.362598,,10.212714,1.351781,9,68,59,3,6,72,0.819444,0.666667,0.333333,6.555556,7.555556,539.815432,196.729238,4858.338885,1770.563144
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,10,50,0.0,1.0,64,int8,int8,7.432572,9283.462468,134.542934,,9.553931,1.285414,8,69,61,3,5,80,0.7625,0.625,0.375,7.625,8.625,700.846433,198.338193,5606.771461,1586.705541
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,10,50,0.9,1.0,64,int8,int8,7.052058,9075.364323,141.802568,,7.133222,1.011509,10,64,54,6,4,100,0.54,0.4,0.6,5.4,6.4,690.351629,203.697354,6903.516288,2036.973539
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,10,100,0.0,1.0,64,int8,int8,7.388058,9068.68935,135.353572,,9.762653,1.32141,8,67,59,6,2,80,0.7375,0.25,0.75,7.375,8.375,660.540501,193.621963,5284.324005,1548.9757
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,10,100,0.9,1.0,64,int8,int8,7.532922,9292.543172,132.750617,,8.687123,1.153221,9,70,61,5,4,90,0.677778,0.444444,0.555556,6.777778,7.777778,690.34599,201.535354,6213.113906,1813.818189
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,10,150,0.0,1.0,64,int8,int8,8.030784,8965.501032,124.520848,,9.262696,1.153399,9,72,63,4,5,90,0.7,0.555556,0.444444,7,8,665.947731,194.278798,5993.529583,1748.509178
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,10,150,0.9,1.0,64,int8,int8,7.731953,9053.34041,129.333434,,7.939598,1.026856,10,70,60,7,3,100,0.6,0.3,0.7,6,7,677.903037,200.30714,6779.030371,2003.071404
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,10,200,0.0,1.0,64,int8,int8,7.23672,8843.785972,138.184156,,9.297239,1.284731,8,64,56,5,3,80,0.7,0.375,0.625,7,8,665.868253,191.009556,5326.946026,1528.076445
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,10,200,0.9,1.0,64,int8,int8,8.102429,9009.644416,123.419787,,7.477229,0.922838,11,73,62,7,4,110,0.563636,0.363636,0.636364,5.636364,6.636364,684.057795,200.345182,7524.635742,2203.796999
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,4,50,0.0,1.0,64,int8,int8,7.169529,9345.10432,139.479169,,9.531011,1.329377,15,67,52,4,11,60,0.866667,0.733333,0.266667,3.466667,4.466667,290.166649,176.136325,4352.499739,2642.044869
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,4,50,0.9,1.0,64,int8,int8,6.846794,9347.440727,146.053761,,9.777009,1.427969,14,64,50,2,12,56,0.892857,0.857143,0.142857,3.571429,4.571429,290.843126,174.437765,4071.80377,2442.128711
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,4,100,0.0,1.0,64,int8,int8,6.815807,9389.93687,146.717764,,9.785128,1.435652,14,64,50,3,11,56,0.892857,0.785714,0.214286,3.571429,4.571429,288.917231,175.948595,4044.84124,2463.280327
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,4,100,0.9,1.0,64,int8,int8,7.241753,9251.903739,138.088116,,8.46622,1.169084,17,67,50,7,10,68,0.735294,0.588235,0.411765,2.941176,3.941176,288.912899,174.378897,4911.519286,2964.441249
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,4,150,0.0,1.0,64,int8,int8,6.929396,9236.014184,144.312722,,9.551364,1.378383,14,64,50,3,11,56,0.892857,0.785714,0.214286,3.571429,4.571429,296.78368,179.502932,4154.971524,2513.041045
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,4,150,0.9,1.0,64,int8,int8,7.050265,9361.349703,141.838632,,9.277719,1.315939,15,66,51,3,12,60,0.85,0.8,0.2,3.4,4.4,294.013053,177.969255,4410.195793,2669.538828
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,4,200,0.0,1.0,64,int8,int8,7.257029,9094.631297,137.797444,,10.152432,1.398979,14,66,52,2,12,56,0.928571,0.857143,0.142857,3.714286,4.714286,287.100418,174.954074,4019.40585,2449.357041
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,4,200,0.9,1.0,64,int8,int8,7.123776,9264.749068,140.374986,,9.457631,1.327615,15,66,51,3,12,60,0.85,0.8,0.2,3.4,4.4,289.833888,173.204133,4347.508318,2598.061994
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,6,50,0.0,1.0,64,int8,int8,7.284295,9197.869923,137.281641,,11.032418,1.514548,10,67,57,1,9,60,0.95,0.9,0.1,5.7,6.7,424.757227,179.653242,4247.57227,1796.532423
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,6,50,0.9,1.0,64,int8,int8,7.612621,9195.256283,131.360804,,8.46377,1.111808,14,70,56,6,8,84,0.666667,0.571429,0.428571,4,5,413.069305,175.110358,5782.970268,2451.545019
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,6,100,0.0,1.0,64,int8,int8,6.970496,9181.556115,143.461814,,10.54756,1.513172,10,64,54,2,8,60,0.9,0.8,0.2,5.4,6.4,424.876273,179.044186,4248.762727,1790.441862
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,6,100,0.9,1.0,64,int8,int8,7.180157,9192.000001,139.272727,,7.070616,0.984744,16,66,50,12,4,96,0.520833,0.25,0.75,3.125,4.125,405.479815,175.473696,6487.677037,2807.579142
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,6,150,0.0,1.0,64,int8,int8,7.034665,9097.804051,142.153188,,10.770606,1.531076,10,64,54,2,8,60,0.9,0.8,0.2,5.4,6.4,417.078805,174.301213,4170.788055,1743.01213
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,6,150,0.9,1.0,64,int8,int8,7.245048,9247.69599,138.025313,,8.736961,1.205922,13,67,54,8,5,78,0.692308,0.384615,0.615385,4.153846,5.153846,409.622679,177.515026,5325.094826,2307.695333
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,6,200,0.0,1.0,64,int8,int8,7.283788,9198.51066,137.291204,,11.199959,1.537656,10,67,57,1,9,60,0.95,0.9,0.1,5.7,6.7,418.916036,176.457264,4189.160359,1764.572643
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,6,200,0.9,1.0,64,int8,int8,7.535109,9157.134213,132.71209,,9.501728,1.260994,12,69,57,3,9,72,0.791667,0.75,0.25,4.75,5.75,425.812899,176.684743,5109.754788,2120.216911
