pair_name,family,approx_model_name,target_model_name,task,prompt_id,gamma,top_k,top_p,temperature,max_tokens,baseline_large_tps,baseline_large_elapsed_ms,avg_target_baseline_generate_ms_per_token,baseline_small_tps,speculative_tps,speedup,rounds,generated_tokens,accepted_count,resample_count,target_sample_count,proposed_draft_tokens,acceptance_rate,all_accept_round_rate,resample_round_rate,avg_accepted_per_round,avg_contributed_per_round,avg_draft_generate_ms_per_round,avg_target_verify_ms_per_round,draft_generate_ms_total,target_verify_ms_total
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,continuation,continuation_0,6,100,0.0,1.0,64,9.060891,7394.4159,110.364416,,26.122703,2.883017,10,67,57,1,9,60,0.95,0.9,0.1,5.7,6.7,126.58728,124.98964,1265.8728,1249.8964
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,continuation,continuation_0,6,100,0.9,1.0,64,8.809798,7718.6789,113.509984,,17.91732,2.033795,12,68,56,5,7,72,0.777778,0.583333,0.416667,4.666667,5.666667,158.945592,152.272283,1907.3471,1827.2674
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,continuation,continuation_1,2,50,0.0,1.0,64,8.110197,8014.602,123.301569,,15.635202,1.927845,23,65,42,4,19,46,0.913043,0.826087,0.173913,1.826087,2.826087,50.031926,128.054452,1150.7343,2945.2524
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,continuation,continuation_1,2,50,0.9,1.0,64,8.269534,7981.1029,120.925802,,15.756244,1.905336,23,66,43,3,20,46,0.934783,0.869565,0.130435,1.869565,2.869565,50.38357,129.139643,1158.8221,2970.2118
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,continuation,continuation_1,2,100,0.0,1.0,64,8.503963,7761.0872,117.59223,,16.832427,1.979363,22,66,44,0,22,44,1.0,1.0,0.0,2,3,48.304323,127.192082,1062.6951,2798.2258
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,continuation,continuation_1,2,100,0.9,1.0,64,8.239495,7767.4661,121.366658,,16.306716,1.979092,22,64,42,2,20,44,0.954545,0.909091,0.090909,1.909091,2.909091,48.131518,127.666991,1058.8934,2808.6738
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,continuation,continuation_1,4,50,0.0,1.0,64,8.46079,7800.6896,118.192267,,20.911691,2.4716,14,66,52,1,13,56,0.928571,0.928571,0.071429,3.714286,4.714286,92.150721,129.245693,1290.1101,1809.4397
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,continuation,continuation_1,4,50,0.9,1.0,64,8.259743,7869.4943,121.069143,,17.130515,2.073977,16,65,49,6,10,64,0.765625,0.625,0.375,3.0625,4.0625,100.190269,133.271431,1603.0443,2132.3429
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,continuation,continuation_1,4,100,0.0,1.0,64,8.345233,7788.8782,119.828895,,21.308464,2.55337,14,65,51,3,11,56,0.910714,0.785714,0.214286,3.642857,4.642857,87.782864,126.27535,1228.9601,1767.8549
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,continuation,continuation_1,4,100,0.9,1.0,64,8.651647,7513.0206,115.584932,,17.882078,2.066899,17,65,48,6,11,68,0.705882,0.647059,0.352941,2.823529,3.823529,85.531165,124.909906,1454.0298,2123.4684
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,continuation,continuation_1,6,50,0.0,1.0,64,9.021009,7427.1072,110.852346,,20.231446,2.242703,13,67,54,7,6,78,0.692308,0.461538,0.538462,4.153846,5.153846,125.447185,124.924962,1630.8134,1624.0245
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,continuation,continuation_1,6,50,0.9,1.0,64,9.272354,7441.4759,107.847477,,22.897891,2.46948,11,69,58,2,9,66,0.878788,0.818182,0.181818,5.272727,6.272727,138.384245,130.733255,1522.2267,1438.0658
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,continuation,continuation_1,6,100,0.0,1.0,64,8.107074,7894.3405,123.34907,,20.387755,2.514811,11,64,53,4,7,66,0.80303,0.636364,0.363636,4.818182,5.818182,149.863827,130.363627,1648.5021,1433.9999
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,continuation,continuation_1,6,100,0.9,1.0,64,8.821702,7821.6201,113.356813,,16.074992,1.82221,14,69,55,7,7,84,0.654762,0.5,0.5,3.928571,4.928571,155.844257,146.098607,2181.8196,2045.3805
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,code_completion,code_completion_0,2,50,0.0,1.0,64,8.072563,8051.9661,123.876402,,15.8391,1.962091,22,65,43,1,21,44,0.977273,0.954545,0.045455,1.954545,2.954545,51.237241,132.547609,1127.2193,2916.0474
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,code_completion,code_completion_0,2,50,0.9,1.0,64,8.120003,8004.9236,123.152671,,15.214823,1.873746,23,65,42,3,20,46,0.913043,0.869565,0.130435,1.826087,2.826087,51.511678,131.519861,1184.7686,3024.9568
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,code_completion,code_completion_0,2,100,0.0,1.0,64,8.089581,8035.0264,123.615791,,16.023294,1.980732,22,65,43,1,21,44,0.977273,0.954545,0.045455,1.954545,2.954545,49.746991,131.902282,1094.4338,2901.8502
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,code_completion,code_completion_0,2,100,0.9,1.0,64,8.349349,7785.038,119.769815,,14.564814,1.744425,23,65,42,3,20,46,0.913043,0.869565,0.130435,1.826087,2.826087,54.541457,136.757243,1254.4535,3145.4166
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,code_completion,code_completion_0,4,50,0.0,1.0,64,8.22799,7899.8642,121.536372,,22.25895,2.705272,13,65,52,0,13,52,1.0,1.0,0.0,4,5,92.743585,127.9339,1205.6666,1663.1407
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,code_completion,code_completion_0,4,50,0.9,1.0,64,8.296986,7834.1701,120.525694,,19.155236,2.308698,15,65,50,4,11,60,0.833333,0.733333,0.266667,3.333333,4.333333,92.721027,129.753087,1390.8154,1946.2963
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,code_completion,code_completion_0,4,100,0.0,1.0,64,8.331928,7801.3154,120.020237,,21.87774,2.625772,13,65,52,0,13,52,1.0,1.0,0.0,4,5,96.758869,127.697731,1257.8653,1660.0705
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,code_completion,code_completion_0,4,100,0.9,1.0,64,8.139364,7863.0218,122.859716,,18.573346,2.281916,15,64,49,4,11,60,0.816667,0.733333,0.266667,3.266667,4.266667,98.14976,128.021333,1472.2464,1920.32
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,code_completion,code_completion_0,6,50,0.0,1.0,64,9.157813,7643.746,109.196371,,25.282284,2.760734,11,70,59,2,9,66,0.893939,0.818182,0.181818,5.363636,6.363636,125.929936,121.155391,1385.2293,1332.7093
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,code_completion,code_completion_0,6,50,0.9,1.0,64,8.73639,7554.6077,114.463753,,19.438414,2.224994,13,66,53,7,6,78,0.679487,0.461538,0.538462,4.076923,5.076923,131.245069,125.602531,1706.1859,1632.8329
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,code_completion,code_completion_0,6,100,0.0,1.0,64,9.105046,7688.0445,109.829207,,25.036199,2.749706,11,70,59,2,9,66,0.893939,0.818182,0.181818,5.363636,6.363636,126.182445,122.8777,1388.0069,1351.6547
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,code_completion,code_completion_0,6,100,0.9,1.0,64,8.79858,7501.2108,113.654709,,19.951976,2.267636,13,66,53,7,6,78,0.679487,0.461538,0.538462,4.076923,5.076923,125.458754,124.551277,1630.9638,1619.1666
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,code_completion,code_completion_1,2,50,0.0,1.0,64,8.939897,7382.635,111.858106,,18.04362,2.018325,22,66,44,0,22,44,1.0,1.0,0.0,2,3,42.60845,121.118618,937.3859,2664.6096
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,code_completion,code_completion_1,2,50,0.9,1.0,64,8.786174,7397.9865,113.815177,,15.739939,1.791444,24,65,41,4,20,48,0.854167,0.833333,0.166667,1.708333,2.708333,45.204075,124.410042,1084.8978,2985.841
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,code_completion,code_completion_1,2,100,0.0,1.0,64,8.89911,7416.4724,112.370794,,17.830303,2.003605,22,66,44,0,22,44,1.0,1.0,0.0,2,3,43.636745,122.0255,960.0084,2684.561
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,code_completion,code_completion_1,2,100,0.9,1.0,64,8.761964,7418.428,114.129662,,16.20292,1.849234,24,65,41,4,20,48,0.854167,0.833333,0.166667,1.708333,2.708333,44.143129,120.503325,1059.4351,2892.0798
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,code_completion,code_completion_1,4,50,0.0,1.0,64,8.892008,7422.3958,112.460542,,21.905558,2.463511,14,66,52,3,11,56,0.928571,0.785714,0.214286,3.714286,4.714286,87.819014,123.552986,1229.4662,1729.7418
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,code_completion,code_completion_1,4,50,0.9,1.0,64,8.853284,7454.8608,112.952436,,22.288329,2.517521,14,66,52,1,13,56,0.928571,0.928571,0.071429,3.714286,4.714286,85.528029,122.297421,1197.3924,1712.1639
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,code_completion,code_completion_1,4,100,0.0,1.0,64,8.966203,7360.9753,111.529929,,22.59527,2.520049,14,66,52,3,11,56,0.928571,0.785714,0.214286,3.714286,4.714286,83.32705,121.597636,1166.5787,1702.3669
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,code_completion,code_completion_1,4,100,0.9,1.0,64,8.644446,7634.9602,115.681215,,19.192624,2.220226,14,66,52,1,13,56,0.928571,0.928571,0.071429,3.714286,4.714286,107.110936,134.678121,1499.5531,1885.4937
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,code_completion,code_completion_1,6,50,0.0,1.0,64,8.758037,7878.4777,114.180836,,23.104438,2.638084,11,69,58,2,9,66,0.878788,0.818182,0.181818,5.272727,6.272727,140.621845,125.817282,1546.8403,1383.9901
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,code_completion,code_completion_1,6,50,0.9,1.0,64,8.498372,7883.8628,117.669594,,17.673813,2.07967,13,67,54,6,7,78,0.692308,0.538462,0.461538,4.153846,5.153846,153.758862,133.283977,1998.8652,1732.6917
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,code_completion,code_completion_1,6,100,0.0,1.0,64,8.862301,7785.7883,112.837512,,23.134417,2.61043,11,69,58,2,9,66,0.878788,0.818182,0.181818,5.272727,6.272727,137.390182,128.8532,1511.292,1417.3852
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,code_completion,code_completion_1,6,100,0.9,1.0,64,8.649576,7746.0442,115.6126,,18.821962,2.176056,13,67,54,6,7,78,0.692308,0.538462,0.461538,4.153846,5.153846,139.829462,129.632969,1817.783,1685.2286
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,structured_extraction,structured_extraction_0,2,50,0.0,1.0,64,8.327369,7805.5865,120.085946,,16.065937,1.929293,22,65,43,1,21,44,0.977273,0.954545,0.045455,1.954545,2.954545,52.056905,129.125741,1145.2519,2840.7663
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,structured_extraction,structured_extraction_0,2,50,0.9,1.0,64,8.411454,7846.4435,118.885508,,15.479951,1.840342,23,66,43,3,20,46,0.934783,0.869565,0.130435,1.869565,2.869565,51.188474,131.441057,1177.3349,3023.1443
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,structured_extraction,structured_extraction_0,2,100,0.0,1.0,64,8.364592,7890.4024,119.551552,,16.045661,1.918284,22,66,44,0,22,44,1.0,1.0,0.0,2,3,53.857186,130.46785,1184.8581,2870.2927
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,structured_extraction,structured_extraction_0,2,100,0.9,1.0,64,8.443867,7579.4658,118.429153,,16.855266,1.996155,22,64,42,2,20,44,0.954545,0.909091,0.090909,1.909091,2.909091,45.95465,124.106295,1011.0023,2730.3385
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,structured_extraction,structured_extraction_0,4,50,0.0,1.0,64,8.908844,7520.6168,112.248012,,22.378496,2.511942,14,67,53,1,13,56,0.946429,0.928571,0.071429,3.785714,4.785714,88.058286,122.032729,1232.816,1708.4582
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,structured_extraction,structured_extraction_0,4,50,0.9,1.0,64,8.870082,7553.4813,112.738527,,21.4752,2.421082,14,67,53,1,13,56,0.946429,0.928571,0.071429,3.785714,4.785714,91.8719,127.117771,1286.2066,1779.6488
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,structured_extraction,structured_extraction_0,4,100,0.0,1.0,64,8.240496,7887.8747,121.351918,,19.391719,2.353222,14,65,51,3,11,56,0.910714,0.785714,0.214286,3.642857,4.642857,106.798557,128.368157,1495.1798,1797.1542
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,structured_extraction,structured_extraction_0,4,100,0.9,1.0,64,8.447591,7812.8782,118.376942,,18.672829,2.210432,15,66,51,4,11,60,0.85,0.733333,0.266667,3.4,4.4,101.330913,130.417273,1519.9637,1956.2591
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,structured_extraction,structured_extraction_0,6,50,0.0,1.0,64,8.147391,7978.0136,122.738671,,23.167634,2.843565,10,65,55,1,9,60,0.916667,0.9,0.1,5.5,6.5,143.1521,132.21007,1431.521,1322.1007
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,structured_extraction,structured_extraction_0,6,50,0.9,1.0,64,8.258231,7870.935,121.091308,,23.50384,2.846111,10,65,55,1,9,60,0.916667,0.9,0.1,5.5,6.5,138.67715,132.67466,1386.7715,1326.7466
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,structured_extraction,structured_extraction_0,6,100,0.0,1.0,64,8.715089,7802.5596,114.743524,,18.888968,2.167387,13,68,55,6,7,78,0.705128,0.538462,0.461538,4.230769,5.230769,141.713523,130.694877,1842.2758,1699.0334
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,structured_extraction,structured_extraction_0,6,100,0.9,1.0,64,8.749649,7771.7404,114.2903,,19.984302,2.284012,12,68,56,3,9,72,0.777778,0.75,0.25,4.666667,5.666667,145.648225,133.274667,1747.7787,1599.296
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,structured_extraction,structured_extraction_1,2,50,0.0,1.0,64,8.59085,7682.5927,116.40292,,13.962364,1.62526,24,66,42,3,21,48,0.875,0.875,0.125,1.75,2.75,53.651321,140.314675,1287.6317,3367.5522
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,structured_extraction,structured_extraction_1,2,50,0.9,1.0,64,7.947895,8178.2659,125.819475,,12.445466,1.565882,25,65,40,6,19,50,0.8,0.76,0.24,1.6,2.6,54.884096,151.284736,1372.1024,3782.1184
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,structured_extraction,structured_extraction_1,2,100,0.0,1.0,64,8.158905,8089.3206,122.565464,,15.095756,1.850218,24,66,42,3,21,48,0.875,0.875,0.125,1.75,2.75,48.272021,131.199992,1158.5285,3148.7998
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,structured_extraction,structured_extraction_1,2,100,0.9,1.0,64,8.193462,7933.1548,122.048535,,13.003344,1.587039,25,65,40,6,19,50,0.8,0.76,0.24,1.6,2.6,55.452732,141.799072,1386.3183,3544.9768
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,structured_extraction,structured_extraction_1,4,50,0.0,1.0,64,8.402443,7973.8715,119.013007,,19.694048,2.343848,15,67,52,2,13,60,0.866667,0.866667,0.133333,3.466667,4.466667,91.930167,131.017047,1378.9525,1965.2557
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,structured_extraction,structured_extraction_1,4,50,0.9,1.0,64,8.131821,7993.2898,122.973689,,17.579076,2.161764,16,65,49,5,11,64,0.765625,0.6875,0.3125,3.0625,4.0625,93.592356,133.837419,1497.4777,2141.3987
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,structured_extraction,structured_extraction_1,4,100,0.0,1.0,64,8.37511,7999.8952,119.401421,,20.80268,2.48387,14,67,53,2,12,56,0.946429,0.857143,0.142857,3.785714,4.785714,93.61715,132.496629,1310.6401,1854.9528
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,structured_extraction,structured_extraction_1,4,100,0.9,1.0,64,8.265369,7985.1245,120.986735,,16.277331,1.969341,16,66,50,5,11,64,0.78125,0.6875,0.3125,3.125,4.125,98.276681,151.266763,1572.4269,2420.2682
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,structured_extraction,structured_extraction_1,6,50,0.0,1.0,64,8.323123,7929.7158,120.147209,,21.60706,2.596028,11,66,55,3,8,66,0.833333,0.727273,0.272727,5,6,138.882782,133.254273,1527.7106,1465.797
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,structured_extraction,structured_extraction_1,6,50,0.9,1.0,64,8.598542,7908.3177,116.29879,,20.686721,2.405841,12,68,56,4,8,72,0.777778,0.666667,0.333333,4.666667,5.666667,138.209258,131.115242,1658.5111,1573.3829
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,structured_extraction,structured_extraction_1,6,100,0.0,1.0,64,8.862735,7898.2393,112.83199,,22.8889,2.5826,11,70,59,4,7,66,0.893939,0.636364,0.363636,5.363636,6.363636,140.790918,132.115436,1548.7001,1453.2698
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,structured_extraction,structured_extraction_1,6,100,0.9,1.0,64,8.439645,7938.7229,118.488401,,22.028533,2.610126,11,67,56,3,8,66,0.848485,0.727273,0.272727,5.090909,6.090909,136.898236,134.421391,1505.8806,1478.6353
