pair_name,family,approx_model_name,target_model_name,task,prompt_id,gamma,top_k,top_p,temperature,max_tokens,baseline_large_tps,baseline_small_tps,speculative_tps,speedup,rounds,generated_tokens,accepted_count,resample_count,target_sample_count,proposed_draft_tokens,acceptance_rate,all_accept_round_rate,resample_round_rate,avg_accepted_per_round,avg_contributed_per_round,avg_draft_generate_ms_per_round,avg_target_verify_ms_per_round,draft_generate_ms_total,target_verify_ms_total
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_2,2,50,0.9,1.0,64,55.008688,,52.934642,0.962296,26,66,40,7,19,52,0.769231,0.730769,0.269231,1.538462,2.538462,19.657938,27.039551,511.106379,703.028332
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_2,4,20,0.0,1.0,64,57.646775,,83.231883,1.443825,14,68,54,1,13,56,0.964286,0.928571,0.071429,3.857143,4.857143,29.758207,26.695598,416.614893,373.738376
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_2,4,20,0.9,1.0,64,56.270721,,63.956518,1.136586,14,68,54,1,13,56,0.964286,0.928571,0.071429,3.857143,4.857143,38.37156,35.635027,537.201842,498.890372
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_2,4,50,0.0,1.0,64,53.754205,,57.956599,1.078178,21,64,43,12,9,84,0.511905,0.428571,0.571429,2.047619,3.047619,26.895523,24.089638,564.805988,505.882403
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_2,4,50,0.9,1.0,64,55.192899,,46.703101,0.84618,22,67,45,14,8,88,0.511364,0.363636,0.636364,2.045455,3.045455,33.014012,30.49128,726.308271,670.808165
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_3,2,20,0.0,1.0,64,53.737179,,77.20769,1.436765,24,64,40,6,18,48,0.833333,0.75,0.25,1.666667,2.666667,12.812118,20.41479,307.49082,489.954952
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_3,2,20,0.9,1.0,64,53.563215,,67.437967,1.259035,24,64,40,6,18,48,0.833333,0.75,0.25,1.666667,2.666667,15.350214,22.891155,368.405134,549.387729
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_3,2,50,0.0,1.0,64,55.69966,,78.715033,1.413205,24,65,41,6,18,48,0.854167,0.75,0.25,1.708333,2.708333,12.847575,20.250154,308.341788,486.003707
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_3,2,50,0.9,1.0,64,54.203299,,69.938913,1.290307,24,65,41,6,18,48,0.854167,0.75,0.25,1.708333,2.708333,15.058224,22.381743,361.397366,537.161826
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_3,4,20,0.0,1.0,64,54.624615,,77.67618,1.422,17,64,47,6,11,68,0.691176,0.647059,0.352941,2.764706,3.764706,24.491525,22.214558,416.355932,377.64748
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_3,4,20,0.9,1.0,64,52.751507,,71.168368,1.349125,16,64,48,6,10,64,0.75,0.625,0.375,3,4,28.451361,25.87767,455.221771,414.042725
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_3,4,50,0.0,1.0,64,57.757348,,94.165087,1.630357,15,68,53,3,12,60,0.883333,0.8,0.2,3.533333,4.533333,24.460907,21.821086,366.913604,327.316297
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_3,4,50,0.9,1.0,64,54.660173,,70.920728,1.297485,17,65,48,7,10,68,0.705882,0.588235,0.411765,2.823529,3.823529,27.323957,24.851583,464.507276,422.476915
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_4,2,20,0.0,1.0,64,55.393241,,52.720612,0.951752,25,66,41,5,20,50,0.82,0.8,0.2,1.64,2.64,20.646013,28.144445,516.150332,703.611117
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_4,2,20,0.9,1.0,64,54.019516,,38.453547,0.711845,22,65,43,1,21,44,0.977273,0.954545,0.045455,1.954545,2.954545,34.194184,41.313418,752.272053,908.895202
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_4,2,50,0.0,1.0,64,53.795631,,53.970964,1.003259,23,64,41,5,18,46,0.891304,0.782609,0.217391,1.782609,2.782609,21.462037,28.756215,493.626857,661.39294
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_4,2,50,0.9,1.0,64,54.360462,,39.387983,0.72457,22,66,44,0,22,44,1.0,1.0,0.0,2,3,34.061242,40.829977,749.347313,898.259491
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_4,4,20,0.0,1.0,64,53.569121,,56.96957,1.063478,15,64,49,6,9,60,0.816667,0.6,0.4,3.266667,4.266667,37.806522,35.150913,567.097827,527.263691
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_4,4,20,0.9,1.0,64,54.174288,,34.956974,0.645269,20,65,45,12,8,80,0.5625,0.4,0.6,2.25,3.25,46.831881,44.453524,936.637626,889.070482
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_4,4,50,0.0,1.0,64,55.368063,,57.450336,1.037608,16,67,51,6,10,64,0.796875,0.625,0.375,3.1875,4.1875,36.976876,34.043632,591.630014,544.698111
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_4,4,50,0.9,1.0,64,52.845732,,38.879189,0.735711,15,64,49,4,11,60,0.816667,0.733333,0.266667,3.266667,4.266667,55.095026,52.778096,826.425385,791.67144
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_5,2,20,0.0,1.0,64,55.670449,,73.174146,1.314416,22,66,44,0,22,44,1.0,1.0,0.0,2,3,16.324408,23.414063,359.136975,515.109385
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_5,2,20,0.9,1.0,64,53.542042,,55.518417,1.036913,22,65,43,1,21,44,0.977273,0.954545,0.045455,1.954545,2.954545,22.136333,29.753848,486.999334,654.584645
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_5,2,50,0.0,1.0,64,53.46837,,68.118312,1.273993,23,64,41,4,19,46,0.891304,0.826087,0.173913,1.782609,2.782609,15.948493,23.585607,366.815342,542.468959
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_5,2,50,0.9,1.0,64,53.129812,,56.729821,1.067759,22,65,43,1,21,44,0.977273,0.954545,0.045455,1.954545,2.954545,21.741548,29.069738,478.314056,639.534227
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_5,4,20,0.0,1.0,64,55.147472,,76.629654,1.389541,15,66,51,3,12,60,0.85,0.8,0.2,3.4,4.4,29.367827,26.233231,440.517402,393.498462
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_5,4,20,0.9,1.0,64,56.337596,,60.344,1.071114,15,68,53,2,13,60,0.883333,0.866667,0.133333,3.533333,4.533333,38.188126,35.075209,572.821897,526.128136
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_5,4,50,0.0,1.0,64,53.869315,,71.542877,1.328082,16,64,48,6,10,64,0.75,0.625,0.375,3,4,28.625912,25.481163,458.014593,407.69861
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_5,4,50,0.9,1.0,64,56.17071,,60.703758,1.080701,15,68,53,2,13,60,0.883333,0.866667,0.133333,3.533333,4.533333,37.754067,35.07132,566.311003,526.069806
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_6,2,20,0.0,1.0,64,54.646877,,60.022153,1.098364,24,66,42,4,20,48,0.875,0.833333,0.166667,1.75,2.75,18.763744,25.800434,450.329844,619.210411
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_6,2,20,0.9,1.0,64,52.817103,,42.125659,0.797576,25,64,39,7,18,50,0.78,0.72,0.28,1.56,2.56,25.990794,33.495303,649.769853,837.382566
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_6,2,50,0.0,1.0,64,55.097151,,64.612124,1.172694,22,66,44,0,22,44,1.0,1.0,0.0,2,3,18.960013,26.223376,417.12028,576.914261
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_6,2,50,0.9,1.0,64,53.00039,,42.080672,0.793969,25,64,39,7,18,50,0.78,0.72,0.28,1.56,2.56,25.925166,33.610417,648.129154,840.260415
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_6,4,20,0.0,1.0,64,53.572191,,58.308552,1.088411,17,64,47,8,9,68,0.691176,0.529412,0.470588,2.764706,3.764706,32.793832,29.94743,557.495139,509.106305
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_6,4,20,0.9,1.0,64,55.547011,,44.380593,0.798974,18,68,50,7,11,72,0.694444,0.611111,0.388889,2.777778,3.777778,42.980369,40.358763,773.646642,726.457726
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_6,4,50,0.0,1.0,64,53.175654,,58.778185,1.105359,17,64,47,8,9,68,0.691176,0.529412,0.470588,2.764706,3.764706,32.603584,29.574271,554.260924,502.762615
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_6,4,50,0.9,1.0,64,54.845348,,47.23979,0.861327,16,67,51,5,11,64,0.796875,0.6875,0.3125,3.1875,4.1875,44.852295,41.95811,717.636718,671.329763
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_7,2,20,0.0,1.0,64,55.56716,,55.481784,0.998464,23,66,43,3,20,46,0.934783,0.869565,0.130435,1.869565,2.869565,21.448873,28.968994,493.324075,666.28686
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_7,2,20,0.9,1.0,64,52.390219,,37.116957,0.708471,24,64,40,5,19,48,0.833333,0.791667,0.208333,1.666667,2.666667,31.456414,39.104844,754.953947,938.516267
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_7,2,50,0.0,1.0,64,54.944357,,50.522811,0.919527,27,66,39,9,18,54,0.722222,0.666667,0.333333,1.444444,2.444444,19.874102,27.241977,536.600761,735.533383
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_7,2,50,0.9,1.0,64,54.045621,,34.881507,0.645409,29,65,36,13,16,58,0.62069,0.551724,0.448276,1.241379,2.241379,27.756898,35.227661,804.950052,1021.602173
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_7,4,20,0.0,1.0,64,53.937171,,50.836498,0.942513,18,64,46,10,8,72,0.638889,0.444444,0.555556,2.555556,3.555556,35.408835,32.745919,637.359035,589.426543
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_7,4,20,0.9,1.0,64,53.018177,,35.597949,0.671429,18,64,46,11,7,72,0.638889,0.388889,0.611111,2.555556,3.555556,50.1025,47.90064,901.845004,862.211525
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_7,4,50,0.0,1.0,64,55.389458,,46.582199,0.840994,22,66,44,15,7,88,0.5,0.318182,0.681818,2,3,32.658077,30.081885,718.477686,661.801476
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_7,4,50,0.9,1.0,64,56.156497,,35.731111,0.636277,21,68,47,10,11,84,0.559524,0.52381,0.47619,2.238095,3.238095,45.693911,43.290169,959.572124,909.093559
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_8,2,20,0.0,1.0,64,55.184607,,52.15435,0.945089,25,66,41,7,18,50,0.82,0.72,0.28,1.64,2.64,21.226973,28.077215,530.674324,701.930385
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_8,2,20,0.9,1.0,64,53.308634,,35.067199,0.657815,26,64,38,9,17,52,0.730769,0.653846,0.346154,1.461538,2.461538,30.56725,38.275901,794.748511,995.173424
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_8,2,50,0.0,1.0,64,53.654829,,53.699553,1.000834,23,64,41,3,20,46,0.891304,0.869565,0.130435,1.782609,2.782609,21.659117,28.886055,498.159685,664.379268
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_8,2,50,0.9,1.0,64,54.234549,,36.150306,0.666555,27,66,39,9,18,54,0.722222,0.666667,0.333333,1.444444,2.444444,29.281909,37.049746,790.611542,1000.34315
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_8,4,20,0.0,1.0,64,56.465062,,54.679076,0.96837,17,67,50,7,10,68,0.735294,0.588235,0.411765,2.941176,3.941176,36.372152,33.85413,618.326588,575.520213
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_8,4,20,0.9,1.0,64,52.327033,,35.733788,0.682893,18,64,46,10,8,72,0.638889,0.444444,0.555556,2.555556,3.555556,49.65669,48.039155,893.820412,864.704786
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_8,4,50,0.0,1.0,64,56.503341,,56.042044,0.991836,17,68,51,8,9,68,0.75,0.529412,0.470588,3,4,36.137726,33.329905,614.341343,566.60838
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_8,4,50,0.9,1.0,64,54.636611,,36.630632,0.670441,19,66,47,10,9,76,0.618421,0.473684,0.526316,2.473684,3.473684,48.141927,44.9395,914.696611,853.850491
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_9,2,20,0.0,1.0,64,55.33619,,53.641134,0.969368,24,66,42,4,20,48,0.875,0.833333,0.166667,1.75,2.75,21.192413,28.786609,508.617915,690.878624
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_9,2,20,0.9,1.0,64,53.375712,,36.725428,0.688055,25,65,40,7,18,50,0.8,0.72,0.28,1.6,2.6,30.906944,38.555294,772.673599,963.882348
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_9,2,50,0.0,1.0,64,54.046773,,54.03165,0.99972,23,65,42,3,20,46,0.913043,0.869565,0.130435,1.826087,2.826087,21.817963,29.20492,501.813149,671.713167
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_9,2,50,0.9,1.0,64,53.899393,,37.054862,0.687482,25,65,40,7,18,50,0.8,0.72,0.28,1.6,2.6,30.543866,38.320824,763.596646,958.020599
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_9,4,20,0.0,1.0,64,54.349634,,53.043604,0.97597,17,65,48,8,9,68,0.705882,0.529412,0.470588,2.823529,3.823529,36.571422,33.621944,621.714167,571.573051
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_9,4,20,0.9,1.0,64,53.040965,,36.389842,0.686071,18,65,47,10,8,72,0.652778,0.444444,0.555556,2.611111,3.611111,50.106995,47.331427,901.925914,851.965687
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_9,4,50,0.0,1.0,64,54.735688,,59.352613,1.084349,15,66,51,4,11,60,0.85,0.733333,0.266667,3.4,4.4,37.824889,34.44818,567.37333,516.722704
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_9,4,50,0.9,1.0,64,52.345893,,39.304145,0.750854,15,64,49,5,10,60,0.816667,0.666667,0.333333,3.266667,4.266667,54.764769,51.927984,821.471532,778.919757
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_10,2,20,0.0,1.0,64,52.896662,,55.020676,1.040154,22,64,42,1,21,44,0.954545,0.954545,0.045455,1.909091,2.909091,22.167615,29.364458,487.687536,646.018067
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_10,2,20,0.9,1.0,64,52.617198,,36.368497,0.69119,25,64,39,7,18,50,0.78,0.72,0.28,1.56,2.56,30.884619,38.236855,772.115487,955.921377
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_10,2,50,0.0,1.0,64,53.231555,,55.022518,1.033645,22,64,42,1,21,44,0.954545,0.954545,0.045455,1.909091,2.909091,22.278341,29.292512,490.123511,644.43526
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_10,2,50,0.9,1.0,64,52.435019,,38.359258,0.731558,22,64,42,1,21,44,0.954545,0.954545,0.045455,1.909091,2.909091,33.934725,40.603322,746.563948,893.273091
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_10,4,20,0.0,1.0,64,57.08657,,57.878147,1.013866,16,68,52,4,12,64,0.8125,0.75,0.25,3.25,4.25,37.116269,34.48738,593.860301,551.798075
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_10,4,20,0.9,1.0,64,56.048199,,41.841582,0.746529,15,68,53,2,13,60,0.883333,0.866667,0.133333,3.533333,4.533333,54.465883,52.000075,816.988241,780.001126
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_10,4,50,0.0,1.0,64,55.19363,,53.322366,0.966096,17,65,48,6,11,68,0.705882,0.647059,0.352941,2.823529,3.823529,36.665955,33.249681,623.321243,565.244584
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_10,4,50,0.9,1.0,64,55.906592,,41.56399,0.743454,15,68,53,2,13,60,0.883333,0.866667,0.133333,3.533333,4.533333,54.976086,52.246885,824.641295,783.703281
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_11,2,20,0.0,1.0,64,54.26059,,54.478657,1.004019,23,65,42,3,20,46,0.913043,0.869565,0.130435,1.826087,2.826087,21.594475,28.993546,496.672925,666.851555
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_11,2,20,0.9,1.0,64,55.063205,,37.193552,0.67547,25,66,41,5,20,50,0.82,0.8,0.2,1.64,2.64,30.906392,38.800775,772.659802,970.019378
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_11,2,50,0.0,1.0,64,54.744293,,54.674865,0.998732,23,65,42,3,20,46,0.913043,0.869565,0.130435,1.826087,2.826087,21.556524,28.841832,495.80006,663.362145
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_11,2,50,0.9,1.0,64,54.204218,,37.475972,0.691385,25,66,41,5,20,50,0.82,0.8,0.2,1.64,2.64,31.000201,38.184934,775.005027,954.623359
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_11,4,20,0.0,1.0,64,56.472491,,59.212273,1.048515,15,67,52,4,11,60,0.866667,0.733333,0.266667,3.466667,4.466667,38.418721,35.117819,576.280809,526.767288
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_11,4,20,0.9,1.0,64,56.06353,,36.403765,0.649331,20,68,48,10,10,80,0.6,0.5,0.5,2.4,3.4,46.965034,44.733934,939.300677,894.678686
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_11,4,50,0.0,1.0,64,54.815335,,57.904041,1.056347,15,65,50,5,10,60,0.833333,0.666667,0.333333,3.333333,4.333333,37.943015,34.98678,569.145218,524.801693
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_11,4,50,0.9,1.0,64,53.162956,,36.932309,0.6947,17,64,47,9,8,68,0.691176,0.470588,0.529412,2.764706,3.764706,51.506817,48.548799,875.615893,825.32959
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_12,2,20,0.0,1.0,64,54.974186,,65.042002,1.183137,23,65,42,2,21,46,0.913043,0.913043,0.086957,1.826087,2.826087,17.405508,24.754623,400.326684,569.356334
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_12,2,20,0.9,1.0,64,53.074892,,46.834709,0.882427,26,64,38,7,19,52,0.730769,0.730769,0.269231,1.461538,2.461538,21.95794,29.352881,570.906451,763.174914
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_12,2,50,0.0,1.0,64,54.478615,,67.072874,1.231178,23,65,42,3,20,46,0.913043,0.869565,0.130435,1.826087,2.826087,16.70988,24.144605,384.327229,555.325904
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_12,2,50,0.9,1.0,64,53.136023,,51.354307,0.966469,23,65,42,2,21,46,0.913043,0.913043,0.086957,1.826087,2.826087,23.329427,30.393012,536.57681,699.039267
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_12,4,20,0.0,1.0,64,55.184314,,70.142025,1.27105,16,67,51,4,12,64,0.796875,0.75,0.25,3.1875,4.1875,30.695673,27.146486,491.130771,434.343781
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_12,4,20,0.9,1.0,64,55.046508,,57.670896,1.047676,14,67,53,1,13,56,0.946429,0.928571,0.071429,3.785714,4.785714,42.129402,38.944214,589.811624,545.218992
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_12,4,50,0.0,1.0,64,55.767292,,72.990926,1.308848,15,66,51,4,11,60,0.85,0.733333,0.266667,3.4,4.4,30.55162,27.837475,458.274299,417.562132
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_12,4,50,0.9,1.0,64,53.006203,,53.355326,1.006586,15,64,49,5,10,60,0.816667,0.666667,0.333333,3.266667,4.266667,40.256816,37.824982,603.852241,567.374734
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_13,2,20,0.0,1.0,64,54.753305,,58.243152,1.063738,25,65,40,7,18,50,0.8,0.72,0.28,1.6,2.6,18.06247,25.28468,451.561759,632.117007
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_13,2,20,0.9,1.0,64,52.649441,,45.017658,0.855045,23,64,41,4,19,46,0.891304,0.826087,0.173913,1.782609,2.782609,26.393374,34.078891,607.04761,783.814502
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_13,2,50,0.0,1.0,64,54.545436,,51.528771,0.944694,30,65,35,15,15,60,0.583333,0.5,0.5,1.166667,2.166667,16.845438,23.90634,505.363146,717.190213
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_13,2,50,0.9,1.0,64,52.761483,,45.872547,0.869432,23,64,41,4,19,46,0.891304,0.826087,0.173913,1.782609,2.782609,25.808553,33.558718,593.596715,771.850523
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_13,4,20,0.0,1.0,64,53.756617,,53.356113,0.99255,20,64,44,13,7,80,0.55,0.35,0.65,2.2,3.2,30.657508,27.519471,613.150153,550.389417
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,summarization,summarization_13,4,20,0.9,1.0,64,55.668307,,51.224231,0.920169,14,67,53,1,13,56,0.946429,0.928571,0.071429,3.785714,4.785714,47.390253,44.064792,663.463537,616.907092
