pair_name,family,approx_model_name,target_model_name,task,prompt_id,gamma,top_k,top_p,temperature,max_tokens,approx_quant,target_quant,baseline_large_tps,baseline_large_elapsed_ms,avg_target_baseline_generate_ms_per_token,baseline_small_tps,speculative_tps,speedup,rounds,generated_tokens,accepted_count,resample_count,target_sample_count,proposed_draft_tokens,acceptance_rate,all_accept_round_rate,resample_round_rate,avg_accepted_per_round,avg_contributed_per_round,avg_draft_generate_ms_per_round,avg_target_verify_ms_per_round,draft_generate_ms_total,target_verify_ms_total
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,6,100,0.0,1.0,64,none,int8,7.00231,9139.840409,142.810006,,21.232035,3.032147,10,64,54,2,8,60,0.9,0.8,0.2,5.4,6.4,123.551141,175.117628,1235.511406,1751.17628
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,6,100,0.9,1.0,64,none,int8,6.936754,9226.216693,144.159636,,17.372548,2.50442,12,64,52,6,6,72,0.722222,0.5,0.5,4.333333,5.333333,127.906696,176.425369,1534.880356,2117.104433
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,6,150,0.0,1.0,64,none,int8,6.986303,9160.781661,143.137213,,20.978878,3.002858,10,64,54,2,8,60,0.9,0.8,0.2,5.4,6.4,125.305101,176.921724,1253.051008,1769.21724
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,6,150,0.9,1.0,64,none,int8,7.591779,9220.499945,131.721428,,16.249376,2.140391,14,70,56,7,7,84,0.666667,0.5,0.5,4,5,127.508221,177.65888,1785.115091,2487.224325
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,6,200,0.0,1.0,64,none,int8,7.414328,8901.68359,134.873994,,18.207868,2.455768,12,66,54,3,9,72,0.75,0.75,0.25,4.5,5.5,123.793944,175.756963,1485.527322,2109.083553
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,6,200,0.9,1.0,64,none,int8,7.181965,9189.6856,139.237661,,15.346149,2.136762,14,66,52,7,7,84,0.619048,0.5,0.5,3.714286,4.714286,127.692981,177.034424,1787.701729,2478.481939
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,8,50,0.0,1.0,64,none,int8,7.018827,9118.333145,142.473955,,19.626104,2.796209,9,64,55,4,5,72,0.763889,0.555556,0.444444,6.111111,7.111111,164.888988,194.285444,1484.000888,1748.568994
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,8,50,0.9,1.0,64,none,int8,7.401949,9186.769403,135.09955,,18.345291,2.478441,10,68,58,4,6,80,0.725,0.6,0.4,5.8,6.8,170.596891,196.970578,1705.968909,1969.705784
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,8,100,0.0,1.0,64,none,int8,6.928593,9237.085307,144.329458,,21.527769,3.107091,8,64,56,2,6,64,0.875,0.75,0.25,7,8,170.882387,197.363676,1367.059093,1578.909408
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,8,100,0.9,1.0,64,none,int8,7.349125,9252.801709,136.070613,,18.52235,2.520348,10,68,58,5,5,80,0.725,0.5,0.5,5.8,6.8,168.795753,195.210369,1687.957532,1952.103694
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,8,150,0.0,1.0,64,none,int8,7.345487,9257.385117,136.138016,,20.577396,2.801366,9,68,59,4,5,72,0.819444,0.555556,0.444444,6.555556,7.555556,167.323901,196.519366,1505.915113,1768.674295
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,8,150,0.9,1.0,64,none,int8,7.109787,9282.97881,140.651194,,18.083837,2.543513,10,66,56,5,5,80,0.7,0.5,0.5,5.6,6.6,168.860507,193.092361,1688.605074,1930.923611
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,8,200,0.0,1.0,64,none,int8,7.821549,8949.634163,127.851917,,21.643029,2.767103,9,70,61,2,7,72,0.847222,0.777778,0.222222,6.777778,7.777778,165.576732,190.590265,1490.190584,1715.312383
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,8,200,0.9,1.0,64,none,int8,7.334147,9135.350202,136.34851,,22.338179,3.045777,8,67,59,1,7,64,0.921875,0.875,0.125,7.375,8.375,171.372072,199.990649,1370.976577,1599.925191
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,10,50,0.0,1.0,64,none,int8,7.640404,9161.818791,130.883126,,19.501241,2.552383,9,70,61,5,4,90,0.677778,0.444444,0.555556,6.777778,7.777778,203.678966,191.772717,1833.11069,1725.954451
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,10,50,0.9,1.0,64,none,int8,7.075269,9186.930393,141.337391,,17.452142,2.46664,9,65,56,6,3,90,0.622222,0.333333,0.666667,6.222222,7.222222,211.291297,199.171625,1901.621675,1792.544622
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,10,100,0.0,1.0,64,none,int8,8.024969,9096.608296,124.611073,,18.090012,2.254216,10,73,63,5,5,100,0.63,0.5,0.5,6.3,7.3,206.510705,193.788807,2065.107048,1937.88807
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,10,100,0.9,1.0,64,none,int8,7.167489,9208.245192,139.518867,,17.463735,2.43652,9,66,57,5,4,90,0.633333,0.444444,0.555556,6.333333,7.333333,214.702137,201.879911,1932.319233,1816.919196
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,10,150,0.0,1.0,64,none,int8,7.308399,9167.534048,136.828866,,23.787048,3.254755,7,67,60,1,6,70,0.857143,0.857143,0.142857,8.571429,9.571429,206.407717,192.273289,1444.85402,1345.91302
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,10,150,0.9,1.0,64,none,int8,7.398597,9055.770507,135.160754,,16.438618,2.221856,10,67,57,6,4,100,0.57,0.4,0.6,5.7,6.7,208.941167,195.558189,2089.411665,1955.581894
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,10,200,0.0,1.0,64,none,int8,7.897836,8989.804745,126.616968,,19.469931,2.465224,9,71,62,4,5,90,0.688889,0.555556,0.444444,6.888889,7.888889,206.809558,194.967577,1861.286023,1754.708191
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,10,200,0.9,1.0,64,none,int8,7.060486,9206.165747,141.633319,,15.859693,2.246261,10,65,55,7,3,100,0.55,0.3,0.7,5.5,6.5,211.51348,195.214672,2115.134802,1952.14672
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,4,50,0.0,1.0,64,none,int8,7.534782,9024.813689,132.717848,,17.242647,2.288407,15,68,53,3,12,60,0.883333,0.8,0.2,3.533333,4.533333,86.337702,174.328553,1295.065535,2614.928301
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,4,50,0.9,1.0,64,none,int8,7.54974,9006.932805,132.454894,,17.371632,2.300958,15,68,53,3,12,60,0.883333,0.8,0.2,3.533333,4.533333,86.077571,172.643574,1291.163564,2589.653605
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,4,100,0.0,1.0,64,none,int8,7.520102,8909.453074,132.976912,,16.222256,2.157185,16,67,51,6,10,64,0.796875,0.625,0.375,3.1875,4.1875,83.933972,171.988185,1342.943547,2751.810957
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,4,100,0.9,1.0,64,none,int8,7.354201,9110.439521,135.976709,,14.848003,2.018983,17,67,50,7,10,68,0.735294,0.588235,0.411765,2.941176,3.941176,86.626133,176.524676,1472.644261,3000.919492
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,4,150,0.0,1.0,64,none,int8,7.62903,8782.243575,131.078262,,15.287359,2.00384,17,67,50,6,11,68,0.735294,0.647059,0.352941,2.941176,3.941176,84.319044,171.338385,1433.423743,2912.752549
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,4,150,0.9,1.0,64,none,int8,7.014213,9124.330208,142.56766,,15.181978,2.164459,16,64,48,5,11,64,0.75,0.6875,0.3125,3,4,87.426116,173.935117,1398.81786,2782.961866
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,4,200,0.0,1.0,64,none,int8,7.425842,9022.545876,134.664864,,17.060848,2.297497,15,67,52,3,12,60,0.866667,0.8,0.2,3.466667,4.466667,85.087348,174.490473,1276.31022,2617.357092
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,4,200,0.9,1.0,64,none,int8,7.130375,9115.929603,140.245071,,16.493847,2.313181,15,65,50,3,12,60,0.833333,0.8,0.2,3.333333,4.333333,86.791046,173.777646,1301.865689,2606.664686
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,6,50,0.0,1.0,64,none,int8,7.345042,9121.799001,136.146254,,16.887611,2.299185,13,67,54,5,8,78,0.692308,0.615385,0.384615,4.153846,5.153846,126.921193,175.686061,1649.975505,2283.918792
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,6,50,0.9,1.0,64,none,int8,7.204129,9161.41252,138.809281,,19.041324,2.643113,11,66,55,2,9,66,0.833333,0.818182,0.181818,5,6,130.369495,182.016143,1434.064442,2002.177574
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,6,100,0.0,1.0,64,none,int8,7.151909,8948.660159,139.822815,,17.476234,2.443576,12,64,52,4,8,72,0.722222,0.666667,0.333333,4.333333,5.333333,127.145783,175.462572,1525.749392,2105.550859
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,6,100,0.9,1.0,64,none,int8,7.043828,9085.968822,141.968263,,17.191738,2.440681,12,64,52,5,7,72,0.722222,0.583333,0.416667,4.333333,5.333333,129.221399,178.410159,1550.656791,2140.921904
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,6,150,0.0,1.0,64,none,int8,7.845065,8795.338749,127.468678,,19.103246,2.435066,12,69,57,3,9,72,0.791667,0.75,0.25,4.75,5.75,124.40967,173.968561,1492.916046,2087.622728
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,6,150,0.9,1.0,64,none,int8,7.611916,8933.361762,131.372967,,18.6267,2.447045,12,68,56,4,8,72,0.777778,0.666667,0.333333,4.666667,5.666667,127.063198,174.532127,1524.758372,2094.385527
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,6,200,0.0,1.0,64,none,int8,7.4736,8697.28067,133.804318,,21.400578,2.86349,10,65,55,1,9,60,0.916667,0.9,0.1,5.5,6.5,125.170324,175.766652,1251.703238,1757.666517
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,6,200,0.9,1.0,64,none,int8,7.424401,9024.296595,134.690994,,18.317716,2.467231,12,67,55,4,8,72,0.763889,0.666667,0.333333,4.583333,5.583333,127.005221,175.21464,1524.062657,2102.575684
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,8,50,0.0,1.0,64,none,int8,7.574871,8845.035553,132.015456,,20.783634,2.743761,9,67,58,2,7,72,0.805556,0.777778,0.222222,6.444444,7.444444,164.264759,190.809723,1478.382834,1717.287506
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,8,50,0.9,1.0,64,none,int8,7.77343,9133.676961,128.643337,,13.777707,1.77241,14,71,57,9,5,112,0.508929,0.357143,0.642857,4.071429,5.071429,169.154184,196.311752,2368.158574,2748.364524
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,8,100,0.0,1.0,64,none,int8,7.612189,8801.673332,131.368259,,20.812969,2.734163,9,67,58,3,6,72,0.805556,0.666667,0.333333,6.444444,7.444444,165.20457,189.297008,1486.841127,1703.673076
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,8,100,0.9,1.0,64,none,int8,7.166401,9209.643612,139.540055,,13.832796,1.930229,13,66,53,9,4,104,0.509615,0.307692,0.692308,4.076923,5.076923,169.010709,195.304843,2197.139221,2538.96296
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,8,150,0.0,1.0,64,none,int8,7.728577,8798.514487,129.389919,,20.448453,2.645824,9,68,59,3,6,72,0.819444,0.666667,0.333333,6.555556,7.555556,170.228932,195.992758,1532.060386,1763.934824
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,8,150,0.9,1.0,64,none,int8,7.874193,9016.796837,126.997139,,19.056886,2.42017,10,71,61,4,6,80,0.7625,0.6,0.4,6.1,7.1,171.795019,197.57144,1717.950189,1975.714404
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,8,200,0.0,1.0,64,none,int8,7.587342,8830.496982,131.798462,,15.336498,2.021327,12,67,55,7,5,96,0.572917,0.416667,0.583333,4.583333,5.583333,168.933264,192.355858,2027.199172,2308.270294
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,8,200,0.9,1.0,64,none,int8,7.915414,8969.840234,126.335778,,19.486878,2.46189,10,71,61,4,6,80,0.7625,0.6,0.4,6.1,7.1,168.32875,192.924222,1683.287502,1929.242216
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,10,50,0.0,1.0,64,none,int8,8.22338,8877.128801,121.604504,,18.395698,2.237,10,73,63,6,4,100,0.63,0.4,0.6,6.3,7.3,203.203663,190.393026,2032.036633,1903.930265
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,10,50,0.9,1.0,64,none,int8,7.280013,8928.555551,137.362393,,17.532263,2.408274,9,65,56,6,3,90,0.622222,0.333333,0.666667,6.222222,7.222222,208.782591,199.749809,1879.043323,1797.748283
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,10,100,0.0,1.0,64,none,int8,7.285785,8921.481536,137.253562,,22.670228,3.11157,7,65,58,3,4,70,0.828571,0.571429,0.428571,8.285714,9.285714,209.241958,196.380627,1464.693706,1374.66439
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,10,100,0.9,1.0,64,none,int8,8.061339,9055.567033,124.048863,,17.451885,2.164887,10,73,63,7,3,100,0.63,0.3,0.7,6.3,7.3,214.926259,199.972337,2149.262586,1999.723367
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,10,150,0.0,1.0,64,none,int8,7.670861,8864.715053,130.363457,,23.847299,3.108816,7,68,61,2,5,70,0.871429,0.714286,0.285714,8.714286,9.714286,208.020461,195.417161,1456.143224,1367.920129
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,10,150,0.9,1.0,64,none,int8,7.927612,9082.179665,126.141384,,19.355396,2.441516,9,72,63,7,2,90,0.7,0.222222,0.777778,7,8,210.182655,199.49823,1891.643897,1795.484068
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,10,200,0.0,1.0,64,none,int8,7.767855,8754.025689,128.735672,,15.435825,1.987141,11,68,57,7,4,110,0.518182,0.363636,0.636364,5.181818,6.181818,205.793831,191.73154,2263.732144,2109.04694
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,10,200,0.9,1.0,64,none,int8,7.225027,8996.505553,138.407778,,15.552586,2.152599,10,65,55,7,3,100,0.55,0.3,0.7,5.5,6.5,214.943645,199.845218,2149.436455,1998.452182
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,4,50,0.0,1.0,64,none,int8,7.260384,9228.161406,137.733752,,17.081825,2.352744,15,67,52,3,12,60,0.866667,0.8,0.2,3.466667,4.466667,85.59099,173.657071,1283.864851,2604.856062
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,4,50,0.9,1.0,64,none,int8,6.89208,9286.021229,145.094082,,17.10006,2.481118,14,64,50,2,12,56,0.892857,0.857143,0.142857,3.571429,4.571429,89.682235,175.359528,1255.551286,2455.033391
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,4,100,0.0,1.0,64,none,int8,7.166193,9349.454565,139.544098,,17.100608,2.386289,15,67,52,3,12,60,0.866667,0.8,0.2,3.466667,4.466667,85.098748,173.868106,1276.481214,2608.021595
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,4,100,0.9,1.0,64,none,int8,7.14155,9241.690917,140.02562,,16.557099,2.318418,15,66,51,3,12,60,0.85,0.8,0.2,3.4,4.4,87.436667,176.123888,1311.550008,2641.858313
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,4,150,0.0,1.0,64,none,int8,7.293337,9186.466419,137.111439,,17.03016,2.33503,15,67,52,3,12,60,0.866667,0.8,0.2,3.466667,4.466667,84.679657,175.358762,1270.194849,2630.38143
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,4,150,0.9,1.0,64,none,int8,7.267681,9081.300622,137.595464,,16.748034,2.304454,15,66,51,3,12,60,0.85,0.8,0.2,3.4,4.4,86.908247,173.643406,1303.623701,2604.65109
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,4,200,0.0,1.0,64,none,int8,7.065477,9058.128812,141.533263,,17.938252,2.538859,14,64,50,3,11,56,0.892857,0.785714,0.214286,3.571429,4.571429,83.974839,168.623897,1175.647749,2360.734559
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,4,200,0.9,1.0,64,none,int8,7.349947,8979.655987,136.055394,,16.562625,2.253434,15,66,51,3,12,60,0.85,0.8,0.2,3.4,4.4,86.998713,176.456683,1304.980693,2646.850245
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,6,50,0.0,1.0,64,none,int8,7.584135,9229.793211,131.854189,,19.368987,2.553882,12,70,58,3,9,72,0.805556,0.75,0.25,4.833333,5.833333,123.946027,174.593082,1487.352326,2095.116985
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,6,50,0.9,1.0,64,none,int8,7.152145,9088.182019,139.818185,,16.179066,2.262128,13,65,52,7,6,78,0.666667,0.461538,0.538462,4,5,127.95594,178.444785,1663.427226,2319.782208
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,6,100,0.0,1.0,64,none,int8,6.846623,9347.673379,146.057397,,17.454897,2.549417,12,64,52,4,8,72,0.722222,0.666667,0.333333,4.333333,5.333333,126.231454,176.746899,1514.777453,2120.962785
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,6,100,0.9,1.0,64,none,int8,7.468214,9239.156165,133.900814,,18.390849,2.46255,12,69,57,3,9,72,0.791667,0.75,0.25,4.75,5.75,129.558032,180.385134,1554.696379,2164.621608
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,6,150,0.0,1.0,64,none,int8,7.571452,9245.254295,132.075061,,18.781452,2.480561,12,70,58,3,9,72,0.805556,0.75,0.25,4.833333,5.833333,128.842841,179.015726,1546.114091,2148.188712
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,6,150,0.9,1.0,64,none,int8,7.454794,9255.788883,134.141868,,18.086248,2.426123,12,69,57,3,9,72,0.791667,0.75,0.25,4.75,5.75,131.501058,183.731362,1578.012698,2204.776338
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,6,200,0.0,1.0,64,none,int8,7.298451,9180.030177,137.015376,,21.510044,2.947207,10,67,57,1,9,60,0.95,0.9,0.1,5.7,6.7,129.431831,179.071881,1294.318314,1790.718812
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,6,200,0.9,1.0,64,none,int8,7.686794,8976.434374,130.093252,,18.671561,2.429044,12,69,57,3,9,72,0.791667,0.75,0.25,4.75,5.75,128.999688,176.30508,1547.996257,2115.660955
